spike_time,spike,lvp,lvp_phase,resp,resp_phase,plus_minus_id,prom,width,spike_x_level
11001.098799999998,21976,90.15511322021484,1,12.675281524658203,2,-1,3.761445399236559,19.0,-2.3689116683715175
11001.802149999998,36043,148.56124877929688,2,16.616710662841797,3,-1,4.17720627182767,17.0,-2.4084460559183984
11002.917049999998,58341,92.71100616455078,3,1.612404704093933,1,-1,13.352576359628078,14.0,-7.705823952649075
11005.085349999998,101707,-1.7771438360214233,4,1.5228267908096313,1,-1,6.000785620987711,14.0,-3.3251734726903743
11005.784099999999,115682,133.345703125,2,0.6942307353019714,1,-1,4.533684935003257,14.0,-3.0713593279960785
11007.191249999998,143825,1.1581388711929321,4,10.637383460998535,2,-1,5.0955718065694935,16.0,-3.4160476636866917
11008.707549999997,174151,-2.5558922290802,4,3.7398810386657715,1,-1,12.654737357564095,21.0,-7.415351051739115
11008.813899999997,176278,120.72598266601562,1,3.045651912689209,1,-1,5.485229261538943,25.0,-3.698269648257572
11009.082649999998,181653,70.38687896728516,3,1.7019826173782349,1,-1,13.200496275426612,14.0,-7.9541141105445305
11011.304949999998,226099,1.9368873834609985,4,1.1645150184631348,1,-1,8.384196382364623,16.0,-5.0723085737938085
11011.817699999998,236354,2.256373882293701,4,1.1421204805374146,1,-1,7.510068761849813,20.0,-4.915671813929645
11012.848949999998,256979,2.8154754638671875,4,3.8966424465179443,2,-1,5.906826340761794,21.0,-3.26069918362144
11013.329899999999,266598,-1.2180423736572266,4,9.898365020751953,2,-1,5.287891509958888,20.0,-3.2508243966447834
11014.423099999998,288462,28.574079513549805,1,9.875970840454102,3,-1,4.782891633218352,17.0,-3.6470809853242763
11015.242499999998,304850,74.24069213867188,3,1.7915606498718262,1,-1,15.856591912727698,15.0,-9.373010158160938
11016.890399999998,337808,-1.7971117496490479,4,1.1645150184631348,1,-1,4.174562365748416,20.0,-2.154584847566697
11020.663399999998,413268,135.40240478515625,2,9.383292198181152,3,-1,4.94351175232418,14.0,-2.8641750526517438
11021.414999999999,428300,54.41255569458008,3,2.172266960144043,1,-1,14.443495974674335,15.0,-9.116493237338435
11023.046049999999,460921,-1.6773042678833008,4,1.2316983938217163,1,-1,7.41409428983884,18.0,-3.5897421263983267
11023.560899999999,471218,-1.8570154905319214,4,1.2988818883895874,1,-1,5.220560336691051,24.0,-2.9445926906309956
11024.080599999998,481612,-1.5175610780715942,4,1.2988818883895874,1,-1,6.3759945931940365,18.0,-3.8008544729975275
11024.600549999997,492011,-1.6773042678833008,4,1.3436708450317383,1,-1,6.928153216697554,16.0,-3.732307109057038
11024.616199999999,492324,-0.6389729976654053,4,1.2540929317474365,1,-1,3.3947318333044123,14.0,-2.2341826464554284
11025.119899999998,502398,-1.6174005270004272,4,1.545221209526062,1,-1,6.0165434662907895,17.0,-3.097438276265671
11025.969599999999,519392,153.3934783935547,2,12.115419387817383,2,-1,6.968188439129077,15.0,-3.8979033215371763
11026.250249999997,525005,15.634873390197754,4,16.683895111083984,2,-1,11.611927953016073,18.0,-6.842714697019046
11026.890349999998,537807,140.73382568359375,2,9.002585411071777,3,-1,6.594905143179539,16.0,-3.5410445444163416
11027.625349999998,552507,59.66411590576172,3,2.172266960144043,1,-1,14.841266295678945,16.0,-9.539900734248306
11028.311749999999,566235,2.07666277885437,4,0.8957810997962952,1,-1,5.566337839436225,14.0,-3.1119514489828424
11030.325849999997,606517,-1.8570154905319214,4,1.1869094371795654,1,-1,4.790901048805747,21.0,-2.944882158138755
11030.845599999999,616912,-1.5574969053268433,4,1.3660653829574585,1,-1,6.417994968714617,19.0,-3.727096627996392
11031.822299999998,636446,20.447139739990234,4,7.636521816253662,2,-1,4.507610138829042,17.0,-2.5448868588052367
11033.095749999999,661915,134.72349548339844,2,9.226530075073242,3,-1,4.590154621871447,25.0,-2.145007496866261
11033.850949999998,677019,60.76234817504883,3,2.172266960144043,1,-1,13.037385003807728,14.0,-7.920422263328177
11035.507999999998,710160,-1.7971117496490479,4,1.2093039751052856,1,-1,5.677933628369773,22.0,-3.5013903240590096
11039.284349999998,785687,133.68515014648438,2,9.898365020751953,3,-1,5.652847402152203,20.0,-3.294584338625638
11040.045949999998,800919,39.276878356933594,3,2.2618448734283447,1,-1,13.287309628499964,15.0,-8.588000489796439
11044.455949999998,889119,136.12124633789062,2,9.607236862182617,2,-1,6.198293857477412,17.0,-4.182404187843517
11045.598849999998,911977,149.20022583007812,2,8.017228126525879,3,-1,6.33080899243669,21.0,-3.4222382078998805
11045.897099999998,917942,30.45106315612793,1,4.859605312347412,3,-1,9.558780460842566,23.0,-5.232658694584339
11046.712899999999,934258,82.2078857421875,3,1.0077534914016724,1,-1,13.742179548038354,14.0,-8.053538701882191
11047.227999999997,944560,81.48904418945312,3,0.6494417190551758,1,-1,12.083497983967124,12.0,-7.308514005037049
11047.743549999997,954871,79.0529556274414,3,0.5374693274497986,1,-1,13.536197484578604,14.0,-8.004805653002446
11048.256749999999,965135,76.69673919677734,3,0.6270472407341003,1,-1,13.062077296878467,15.0,-8.04919194842722
11048.766999999998,975340,78.33411407470703,3,0.4702858328819275,1,-1,13.42767896047321,14.0,-7.780257312402597
11049.283599999999,985672,74.46033477783203,3,0.3359189033508301,1,-1,13.401747018104748,13.0,-7.509251135457998
11049.800099999999,996002,67.03227233886719,3,0.44789135456085205,1,-1,13.49014667229018,13.0,-7.4763767819896465
11049.902649999998,998053,-1.8570154905319214,4,1.2316983938217163,1,-1,5.032349114313096,21.0,-3.301402821923954
11050.547599999998,1010952,127.61491394042969,2,8.353145599365234,2,-1,5.219332842836099,13.0,-3.2513000508377496
11050.609749999998,1012195,137.219482421875,2,8.778640747070312,2,-1,5.936843709882777,22.0,-3.50646540512063
11052.863949999999,1057279,86.44108581542969,3,1.1197259426116943,1,-1,14.12255641182718,15.0,-8.648803593708571
11053.380449999999,1067609,91.21340942382812,3,0.4926803410053253,1,-1,15.105900734918851,15.0,-8.783084554020217
11053.902649999998,1078053,83.9450912475586,3,0.6942307353019714,1,-1,11.619367867731771,13.0,-6.773885852586117
11054.428449999998,1088569,82.46746826171875,3,0.4926803410053253,1,-1,12.649946615931178,14.0,-7.372682437814207
11054.947049999999,1098941,80.650390625,3,0.5150748491287231,1,-1,13.043990357134886,15.0,-7.520952306192022
11055.246099999998,1104922,135.2626190185547,2,0.4254968762397766,1,-1,6.539643368048984,20.0,-4.097569783078321
11055.465349999999,1109307,81.80852508544922,3,0.4031023681163788,1,-1,14.082830298850407,14.0,-8.446733756912396
11055.765699999998,1115314,135.7218780517578,2,0.5150748491287231,1,-1,4.472523724641824,19.0,-2.9264133075211234
11055.982649999998,1119653,80.21109771728516,3,0.5374693274497986,1,-1,12.743608983653541,14.0,-8.251682640338762
11056.798449999998,1135969,135.1228485107422,2,8.308356285095215,2,-1,5.487866465720185,21.0,-3.3445275435527657
11058.034099999999,1160682,96.42503356933594,3,8.353145599365234,3,-1,5.871682291654361,21.0,-3.6787291287725665
11059.064149999998,1181283,93.3899154663086,3,1.2316983938217163,1,-1,13.759085156916795,14.0,-8.469637674872805
11059.577899999998,1191558,112.17971801757812,3,0.559863805770874,1,-1,13.718749883340513,14.0,-7.524598564519243
11060.202299999999,1204046,-1.9768229722976685,4,1.3212764263153076,1,-1,6.017551383596487,26.0,-4.092603553834007
11061.643099999998,1232862,84.4842300415039,3,0.4926803410053253,1,-1,13.436937209674834,14.0,-7.380076012480719
11062.161299999998,1243226,81.04974365234375,3,0.4702858328819275,1,-1,14.57615696292475,14.0,-8.977229045846332
11062.456599999998,1249132,135.2825927734375,2,0.9629645943641663,1,-1,7.174413738058879,17.0,-4.4190426932122815
11062.752049999997,1255041,0.7987165451049805,4,5.598623275756836,2,-1,6.076644552492886,16.0,-3.5561433638216777
11064.282699999998,1285654,6.809057235717773,4,8.241172790527344,3,-1,6.78624718439112,13.0,-4.106619491180232
11064.597999999998,1291960,147.1634979248047,2,4.523688316345215,3,-1,9.297603196205369,26.0,-5.164970888858154
11065.241549999999,1304831,93.82920837402344,3,1.1421204805374146,1,-1,14.728060488998132,16.0,-7.68972009331254
11065.431699999997,1308634,4.6924591064453125,4,1.1421204805374146,1,-1,5.592648150294861,17.0,-2.8880758098284094
11066.381199999998,1327624,-1.6972721815109253,4,1.3212764263153076,1,-1,6.26356888823905,18.0,-3.343190020279226
11066.905449999998,1338109,-1.7172400951385498,4,1.2540929317474365,1,-1,7.370011658534002,17.0,-3.8578789292463176
11067.480749999999,1349615,3.1349620819091797,4,1.0973315238952637,1,-1,7.91863903598823,17.0,-4.28415031092369
11068.470099999999,1369402,-0.2595826983451843,4,1.1421204805374146,1,-1,5.037936027055284,16.0,-3.0928275245058887
11069.986349999997,1399727,-0.9784274697303772,4,20.692508697509766,2,-1,4.461791901945897,19.0,-2.214121779925774
11071.415599999998,1428312,76.11767578125,3,1.5004322528839111,1,-1,12.231345431475368,15.0,-7.493616784001562
11071.928949999998,1438579,84.78374481201172,3,0.7838086485862732,1,-1,14.57285505830429,14.0,-8.325433647356075
11072.446099999997,1448922,80.59048461914062,3,0.6942307353019714,1,-1,12.267390025362982,13.0,-7.574862269706786
11072.618849999999,1452377,3.4544484615325928,4,1.0525425672531128,1,-1,7.489930803242942,17.0,-4.6502546559240745
11072.962449999999,1459249,80.21109771728516,3,0.6942307353019714,1,-1,11.767736530050014,15.0,-7.233723248130344
11073.268099999998,1465362,137.0597381591797,2,0.6046527624130249,1,-1,3.486207348998567,19.0,-1.998801003095858
11073.476099999998,1469522,80.650390625,3,0.7166252136230469,1,-1,12.403881035365153,14.0,-7.702178215416138
11073.996149999999,1479923,67.27188873291016,3,0.671836256980896,1,-1,12.635183368768985,13.0,-8.10446861617165
11075.545499999998,1510910,42.531646728515625,3,9.831181526184082,2,-1,10.569939870240528,19.0,-6.4263116997708405
11076.795999999998,1535920,122.70280456542969,1,7.345393657684326,3,-1,4.074681310913293,14.0,-2.968240896409996
11077.581749999998,1551635,69.42842102050781,3,1.545221209526062,1,-1,13.182636431484688,14.0,-7.350938966805957
11078.092049999997,1561841,89.13674926757812,3,0.8733866214752197,1,-1,13.20678760336979,16.0,-8.086989254112964
11078.613649999998,1572273,89.43627166748047,3,0.7614141702651978,1,-1,14.677676780628405,14.0,-8.799745313665102
11079.132899999999,1582658,83.92512512207031,3,0.7390196919441223,1,-1,14.245695656385202,15.0,-8.818734994861897
11079.315749999998,1586315,4.472812175750732,4,1.0973315238952637,1,-1,5.145077991083725,21.0,-3.5922286794337235
11080.175149999997,1603503,75.5985107421875,3,0.7614141702651978,1,-1,11.873068493094536,13.0,-7.339707962809413
11080.695849999998,1613917,70.46675109863281,3,0.6270472407341003,1,-1,12.605973317005203,14.0,-7.801615721484416
11081.356799999998,1627136,0.6988769769668579,4,4.635660648345947,2,-1,5.935331457737785,18.0,-2.9518932545790757
11082.943349999998,1658867,3.434480667114258,4,8.397934913635254,3,-1,6.806460551571579,16.0,-4.567840031640528
11083.520849999999,1670417,111.2012939453125,1,2.911284923553467,1,-1,4.1033890782896325,12.0,-3.135315045779658
11083.625549999999,1672511,139.675537109375,2,2.2170557975769043,1,-1,5.5806213562915135,14.0,-3.4127928357656425
11083.796449999998,1675929,70.66643524169922,3,1.590010166168213,1,-1,14.915491374497169,14.0,-8.235867500264048
11084.310349999998,1686207,83.26618194580078,3,0.8509921431541443,1,-1,13.985762335240022,16.0,-8.852128845322383
11084.832249999998,1696645,81.04974365234375,3,0.6270472407341003,1,-1,14.43957579683443,13.0,-8.103129250009054
11085.871049999998,1717421,73.00267791748047,3,0.7614141702651978,1,-1,12.716942550712988,14.0,-8.244869084393093
11086.388599999998,1727772,64.47637939453125,3,0.6270472407341003,1,-1,12.151202110200497,15.0,-7.186566656562469
11086.906999999997,1738140,58.92530059814453,3,0.671836256980896,1,-1,11.957080072897883,14.0,-7.647408947835302
11087.574549999998,1751491,1.757176160812378,4,4.568477153778076,2,-1,6.724474649457815,19.0,-3.806301147985235
11087.975799999998,1759516,13.238724708557129,4,9.652026176452637,2,-1,8.00683093784575,17.0,-4.635283623031917
11088.033849999998,1760677,-2.595828056335449,4,10.211888313293457,2,-1,7.79896848611738,19.0,-4.408940694915329
11089.985999999999,1799720,63.71760177612305,3,1.5676157474517822,1,-1,14.861790285812983,13.0,-8.862616041308218
11090.492349999999,1809847,125.23873138427734,3,1.0077534914016724,1,-1,13.460799909280436,14.0,-8.853674245793771
11090.674849999998,1813497,1.3578180074691772,4,0.8733866214752197,1,-1,4.743764487715512,22.0,-3.2590981251297695
11091.024149999997,1820483,78.5337905883789,3,0.8733866214752197,1,-1,13.985397823838664,14.0,-7.893720551831671
11091.191799999999,1823836,1.797111988067627,4,1.2988818883895874,1,-1,5.693568466502243,17.0,-3.7068222146353627
11091.545799999998,1830916,75.17918395996094,3,0.7614141702651978,1,-1,12.648261764245625,14.0,-7.403764437670349
11092.068299999999,1841366,75.29898834228516,3,0.671836256980896,1,-1,13.016400709162095,14.0,-8.454833145497425
11092.590999999999,1851820,68.80941772460938,3,0.8957810997962952,1,-1,13.519705665533754,13.0,-7.909463710724111
11092.893049999999,1857861,135.30255126953125,2,0.6942307353019714,1,-1,6.423503286294588,14.0,-3.7465798076309387
11093.409549999998,1868191,135.16278076171875,2,0.671836256980896,1,-1,6.759403579317786,14.0,-3.912905377372865
11093.785699999999,1875714,1.797111988067627,4,4.456504821777344,2,-1,6.110502876564745,21.0,-4.126430372922201
11095.013249999998,1900265,142.9302978515625,2,23.894920349121094,3,-1,4.96460273861536,20.0,-3.043180141029673
11095.313949999998,1906279,-1.4576573371887207,4,10.010337829589844,3,-1,20.58099606195067,19.0,-10.791313775279253
11095.371099999998,1907422,13.717954635620117,4,8.868218421936035,3,-1,6.4285470035886,15.0,-4.551829566794282
