Animal,Channel,Baseline_Entropy_Mean,Entropy_Mean,Baseline_Entropy_Std,Entropy_Std,Event_type,Coact_Type,Animal_Type
7,6,0.344016286,0.347072155,0.062126962,0.058806039,2,1,2
7,6,0.344016286,0.352495554,0.062126962,0.060991777,1,2,2
7,6,0.344016286,0.343467269,0.062126962,0.062159892,2,2,2
7,7,0.330318791,0.251053457,0.07260278,0.087679336,1,1,2
7,7,0.330318791,0.336995262,0.07260278,0.067036074,2,1,2
7,7,0.330318791,0.306865246,0.07260278,0.077739065,1,2,2
7,7,0.330318791,0.331456918,0.07260278,0.072150557,2,2,2
7,8,0.337156811,0.293468708,0.063922192,0.077484273,1,1,2
7,8,0.337156811,0.34108995,0.063922192,0.061041736,2,1,2
7,8,0.337156811,0.334920354,0.063922192,0.054935375,1,2,2
7,8,0.337156811,0.337308538,0.063922192,0.064483722,2,2,2
7,9,0.339876258,0.290366916,0.078867225,0.082102848,1,1,2
7,9,0.339876258,0.344608768,0.078867225,0.076899629,2,1,2
7,9,0.339876258,0.327439092,0.078867225,0.069363318,1,2,2
7,9,0.339876258,0.340581912,0.078867225,0.079313902,2,2,2
8,10,0.369667433,0.280935631,0.114903315,0.095340396,1,1,2
8,10,0.369667433,0.377821166,0.114903315,0.113096165,2,1,2
8,10,0.369667433,0.296603944,0.114903315,0.104343443,1,2,2
8,10,0.369667433,0.375317676,0.114903315,0.113741213,2,2,2
8,11,0.479299916,0.495680933,0.101116654,0.121507081,1,1,2
8,11,0.479299916,0.478259851,0.101116654,0.099590377,2,1,2
8,11,0.479299916,0.477646589,0.101116654,0.12103542,1,2,2
8,11,0.479299916,0.479404889,0.101116654,0.099716804,2,2,2
8,12,0.499604896,0.467976033,0.092396448,0.111424897,1,1,2
8,12,0.499604896,0.501262861,0.092396448,0.090986877,2,1,2
8,12,0.499604896,0.472729457,0.092396448,0.093100671,1,2,2
8,12,0.499604896,0.501243642,0.092396448,0.092100004,2,2,2
8,13,0.475355722,0.451095591,0.070180386,0.055604825,1,1,2
8,13,0.475355722,0.476675428,0.070180386,0.070648863,2,1,2
8,13,0.475355722,0.456858577,0.070180386,0.066460091,1,2,2
8,13,0.475355722,0.476407184,0.070180386,0.070239793,2,2,2
8,14,0.47884683,0.427568454,0.106022397,0.099000828,1,1,2
8,14,0.47884683,0.482749909,0.106022397,0.105522253,2,1,2
8,14,0.47884683,0.413182348,0.106022397,0.094775723,1,2,2
8,14,0.47884683,0.483659934,0.106022397,0.105200111,2,2,2
8,15,0.497417211,0.475473555,0.091444592,0.090179319,1,1,2
8,15,0.497417211,0.498898937,0.091444592,0.09133959,2,1,2
8,15,0.497417211,0.459369575,0.091444592,0.072459528,1,2,2
8,15,0.497417211,0.499856162,0.091444592,0.091993687,2,2,2
8,16,0.446787576,0.349140296,0.115024215,0.096999069,1,1,2
8,16,0.446787576,0.457637274,0.115024215,0.111705191,2,1,2
8,16,0.446787576,0.413096353,0.115024215,0.042919662,1,2,2
8,16,0.446787576,0.449194092,0.115024215,0.118140436,2,2,2
8,2,0.429185802,0.407319786,0.085879235,0.109435951,1,1,2
8,2,0.429185802,0.430595284,0.085879235,0.083939606,2,1,2
8,2,0.429185802,0.426765195,0.085879235,0.111199837,1,2,2
8,2,0.429185802,0.429355372,0.085879235,0.083816647,2,2,2
8,3,0.490749699,0.486082972,0.090583428,0.110038981,1,1,2
8,3,0.490749699,0.491054399,0.090583428,0.089157127,2,1,2
8,3,0.490749699,0.480615504,0.090583428,0.084801164,1,2,2
8,3,0.490749699,0.491486094,0.090583428,0.090945274,2,2,2
8,4,0.413614403,0.394011504,0.088816928,0.085500351,1,1,2
8,4,0.413614403,0.415047274,0.088816928,0.088885117,2,1,2
8,4,0.413614403,0.397549184,0.088816928,0.069824221,1,2,2
8,4,0.413614403,0.414842478,0.088816928,0.089986299,2,2,2
8,5,0.459630217,0.469790555,0.088793729,0.095116917,1,1,2
8,5,0.459630217,0.458995196,0.088793729,0.08834472,2,1,2
8,5,0.459630217,0.441140989,0.088793729,0.096450582,1,2,2
8,5,0.459630217,0.460785794,0.088793729,0.088164482,2,2,2
8,6,0.461587566,0.414108146,0.093273598,0.097501742,1,1,2
8,6,0.461587566,0.464222059,0.093273598,0.092321081,2,1,2
8,6,0.461587566,0.455471525,0.093273598,0.092221936,1,2,2
8,6,0.461587566,0.461903135,0.093273598,0.093316665,2,2,2
8,7,0.400417658,0.429391852,0.076655924,0.064555513,1,1,2
8,7,0.400417658,0.399113133,0.076655924,0.076899701,2,1,2
8,7,0.400417658,0.41584164,0.076655924,0.051388265,1,2,2
8,7,0.400417658,0.399684928,0.076655924,0.077575716,2,2,2
8,8,0.493164239,0.447312084,0.080743967,0.082716396,1,1,2
8,8,0.493164239,0.496392337,0.080743967,0.079614406,2,1,2
8,8,0.493164239,0.437913496,0.080743967,0.088276812,1,2,2
8,8,0.493164239,0.496465137,0.080743967,0.079058515,2,2,2
9,1,0.43059668,0.414968191,0.061747624,0.026809297,1,1,2
9,1,0.43059668,0.43112467,0.061747624,0.06252013,2,1,2
9,1,0.43059668,0.436150352,0.061747624,0.041912339,1,2,2
9,1,0.43059668,0.430447589,0.061747624,0.062186147,2,2,2
9,10,0.454319451,0.442511401,0.053272495,0.073516604,1,1,2
9,10,0.454319451,0.454561887,0.053272495,0.052747878,2,1,2
9,10,0.454319451,0.468025708,0.053272495,0.049103143,1,2,2
9,10,0.454319451,0.453970141,0.053272495,0.053328484,2,2,2
9,15,0.443578461,0.485542109,0.073114251,0.074144119,1,1,2
9,15,0.443578461,0.441884861,0.073114251,0.072564696,2,1,2
9,15,0.443578461,0.452173823,0.073114251,0.066869875,1,2,2
9,15,0.443578461,0.44331105,0.073114251,0.07328382,2,2,2
9,16,0.460062069,0.474117189,0.04970234,0.044953627,1,1,2
9,16,0.460062069,0.459741541,0.04970234,0.049759075,2,1,2
9,16,0.460062069,0.476243395,0.04970234,0.040240178,1,2,2
9,16,0.460062069,0.459711903,0.04970234,0.049829215,2,2,2
9,2,0.415169242,0.454921407,0.069704625,0.045022983,1,1,2
9,2,0.415169242,0.414311842,0.069704625,0.069892712,2,1,2
9,2,0.415169242,0.4687366,0.069704625,0.03915572,1,2,2
9,2,0.415169242,0.414013867,0.069704625,0.069765589,2,2,2
9,3,0.42126357,0.421289992,0.085238426,0.103697015,1,1,2
9,3,0.42126357,0.421262795,0.085238426,0.084636382,2,1,2
9,3,0.42126357,0.463346647,0.085238426,0.046456025,1,2,2
9,3,0.42126357,0.420156121,0.085238426,0.085744761,2,2,2
9,4,0.424775928,0.455355654,0.079655991,0.070356138,1,1,2
9,4,0.424775928,0.424036096,0.079655991,0.07972238,2,1,2
9,4,0.424775928,0.456372553,0.079655991,0.028959117,1,2,2
9,4,0.424775928,0.423924267,0.079655991,0.080410594,2,2,2
9,5,0.394908354,0.396837883,0.093110393,0.062734943,1,1,2
9,5,0.394908354,0.394843069,0.093110393,0.093965864,2,1,2
9,5,0.394908354,0.46852547,0.093110393,0.023531361,1,2,2
9,5,0.394908354,0.39241755,0.093110393,0.093565863,2,2,2
9,6,0.431015784,0.465448954,0.065035313,0.079088935,1,1,2
9,6,0.431015784,0.430413806,0.065035313,0.064599468,2,1,2
9,6,0.431015784,0.438363266,0.065035313,0.089090277,1,2,2
9,6,0.431015784,0.430900379,0.065035313,0.064579392,2,2,2
9,7,0.401015745,0.396810693,0.080281587,0.052624968,1,1,2
9,7,0.401015745,0.40110335,0.080281587,0.080754784,2,1,2
9,7,0.401015745,0.427973198,0.080281587,0.026770063,1,2,2
9,7,0.401015745,0.400222879,0.080281587,0.081188768,2,2,2
10,1,0.336923929,0.331763315,0.066730686,0.063335699,1,1,2
10,1,0.336923929,0.337178564,0.066730686,0.066883434,2,1,2
10,1,0.336923929,0.320351753,0.066730686,0.053966004,1,2,2
10,1,0.336923929,0.337627975,0.066730686,0.067128785,2,2,2
10,2,0.331430656,0.359888439,0.066933106,0.046267774,1,1,2
10,2,0.331430656,0.33076411,0.066933106,0.067196878,2,1,2
10,2,0.331430656,0.365627344,0.066933106,0.045323404,1,2,2
10,2,0.331430656,0.330652448,0.066933106,0.067141843,2,2,2
10,3,0.313428077,0.338832465,0.057362943,0.05456746,1,1,2
10,3,0.313428077,0.312428858,0.057362943,0.05724012,2,1,2
10,3,0.313428077,0.336492942,0.057362943,0.060685907,1,2,2
10,3,0.313428077,0.312775298,0.057362943,0.057130752,2,2,2
10,4,0.195279185,0.234502631,0.062570135,0.066868898,1,1,2
10,4,0.195279185,0.193835023,0.062570135,0.061933869,2,1,2
10,4,0.195279185,0.234046374,0.062570135,0.070252716,1,2,2
10,4,0.195279185,0.194203891,0.062570135,0.061998998,2,2,2
10,5,0.356202587,0.388501964,0.07451633,0.065229019,1,1,2
10,5,0.356202587,0.355263348,0.07451633,0.074560077,2,1,2
10,5,0.356202587,0.387458358,0.07451633,0.074132172,1,2,2
10,5,0.356202587,0.35550021,0.07451633,0.074374189,2,2,2
10,6,0.328972448,0.335816623,0.090665267,0.038676272,1,1,2
10,6,0.328972448,0.328723569,0.090665267,0.091994276,2,1,2
10,6,0.328972448,0.352432667,0.090665267,0.027146934,1,2,2
10,6,0.328972448,0.327669102,0.090665267,0.092755865,2,2,2
