animal,mean,std,lower,upper,ci_width,state_threshold,exceedance
pig1666,0.1797842576815259,0.0047516116904250325,0.17217473753641513,0.1878538448853955,0.01567910734898037,60,SpikerateCoact_output_1min_20minbuff_0p75
pig1670,1.1957792997472358,0.006499441410021682,1.1847663540012456,1.2064969826025378,0.021730628601292157,60,SpikerateCoact_output_1min_20minbuff_0p75
pig1690pvccmrtx,0.1367559196588989,0.004072186796105342,0.1300581909844198,0.14373441312917323,0.01367622214475342,60,SpikerateCoact_output_1min_20minbuff_0p75
pig1692chronicPVCRTX,0.7488333439200492,0.006585673398902878,0.7378835037794576,0.7602320608100955,0.022348557030637983,60,SpikerateCoact_output_1min_20minbuff_0p75
pig1767pvc,0.4822486758704523,0.0055506950042678695,0.47303117131197353,0.49110445428496996,0.01807328297299643,60,SpikerateCoact_output_1min_20minbuff_0p75
pig1768,0.9969627625871226,0.01000118141721352,0.9808938928693275,1.0137934395866839,0.0328995467173564,60,SpikerateCoact_output_1min_20minbuff_0p75
pig1770,0.9351097251532509,0.004992865480997936,0.9265400462265099,0.9429988192141493,0.016458772987639425,60,SpikerateCoact_output_1min_20minbuff_0p75
pig1774pvc,0.4996022441333805,0.005851762938532099,0.48982777581032966,0.5089420514063111,0.019114275595981445,60,SpikerateCoact_output_1min_20minbuff_0p75
pig1841pvc,0.7859265147304059,0.006856462699743361,0.7746359088382434,0.7966648137854363,0.022028904947192895,60,SpikerateCoact_output_1min_20minbuff_0p75
pig1843pvc,0.7573072063390083,0.006680310321288063,0.746332583788414,0.7682888960274117,0.021956312238997633,60,SpikerateCoact_output_1min_20minbuff_0p75
pig1844,0.24122719427663175,0.0040788330100535505,0.2348714318600911,0.24784161712130434,0.01297018526121324,60,SpikerateCoact_output_1min_20minbuff_0p75
