animal,mean,std,lower,upper,ci_width,state_threshold,exceedance
pig1666,0.0590464739185401,0.002751896573197933,0.05454707854669379,0.06362337162644974,0.009076293079755944,50,SpikestdCoact_output_1min_20minbuff_0p9
pig1670,0.8311946836031651,0.006884833605765937,0.8197686098613413,0.8423394174198776,0.022570807558536354,50,SpikestdCoact_output_1min_20minbuff_0p9
pig1690pvccmrtx,0.03861870156337991,0.002227406727250758,0.034860958408195,0.04223539191762087,0.007374433509425869,50,SpikestdCoact_output_1min_20minbuff_0p9
pig1692chronicPVCRTX,0.45767992123483453,0.00598610544516782,0.4477122107179911,0.4677211035592539,0.020008892841262782,50,SpikestdCoact_output_1min_20minbuff_0p9
pig1767pvc,0.03300581748719284,0.0017345686555759923,0.030216202135972904,0.03586003299470348,0.005643830858730575,50,SpikestdCoact_output_1min_20minbuff_0p9
pig1768,0.7844889603743235,0.01018036083278577,0.7681434907637567,0.8012989228444701,0.033155432080713476,50,SpikestdCoact_output_1min_20minbuff_0p9
pig1770,0.7588783790573812,0.005191542261457878,0.7499214903024821,0.7671370967741935,0.017215606471711387,50,SpikestdCoact_output_1min_20minbuff_0p9
pig1774pvc,0.4001456636409387,0.005302398421991211,0.3912322230713314,0.40875286574341574,0.017520642672084363,50,SpikestdCoact_output_1min_20minbuff_0p9
pig1841pvc,0.2746742634797109,0.005150731717285099,0.26637020566981656,0.2832740411339633,0.016903835464146755,50,SpikestdCoact_output_1min_20minbuff_0p9
pig1843pvc,0.4013280865188992,0.0056973031482391735,0.39136952564514393,0.4103223043152371,0.01895277867009315,50,SpikestdCoact_output_1min_20minbuff_0p9
pig1844,0.23983561438709694,0.004156326680064582,0.23314124796182678,0.24635506293663806,0.013213814974811278,50,SpikestdCoact_output_1min_20minbuff_0p9
