animal,mean,std,lower,upper,ci_width,state_threshold,exceedance
H1,0.5720136865827516,0.0073792949961433004,0.5598238333424944,0.5844280767328094,0.024604243390314973,50,SpikerateCoact_output_1min_20minbuff_0p6
H2,1.165369262440916,0.0061892321098742315,1.155006015080006,1.1751703100538646,0.02016429497385852,50,SpikerateCoact_output_1min_20minbuff_0p6
H3,0.423929098173822,0.006601275342195669,0.4131023571371108,0.4349642004773269,0.021861843340216125,50,SpikerateCoact_output_1min_20minbuff_0p6
H4,1.1690276101547779,0.006297875367208219,1.1583931482775416,1.1793601388977113,0.020966990620169712,50,SpikerateCoact_output_1min_20minbuff_0p6
H5,0.9994969176000693,0.00587539174798531,0.9894937917860552,1.0089476426152642,0.01945385082920892,50,SpikerateCoact_output_1min_20minbuff_0p6
H6,1.1836530681873565,0.009445179031746144,1.1680557586391769,1.1999805039723153,0.03192474533313838,50,SpikerateCoact_output_1min_20minbuff_0p6
H7,1.1074284619636217,0.004914302273417283,1.0993210481358657,1.11540611496332,0.016085066827454364,50,SpikerateCoact_output_1min_20minbuff_0p6
H8,0.9142239660024974,0.0062906841430663335,0.9039906059532906,0.9242139009524519,0.020223294999161312,50,SpikerateCoact_output_1min_20minbuff_0p6
H9,1.1549913285158417,0.006379701051648872,1.1447470817120622,1.1656475819899945,0.020900500277932332,50,SpikerateCoact_output_1min_20minbuff_0p6
H10,1.106062640539672,0.006461323898923413,1.0950851268872468,1.1163989720526821,0.02131384516543533,50,SpikerateCoact_output_1min_20minbuff_0p6
H11,0.41214879942559535,0.004993160771831121,0.4040123928548553,0.42061637723414164,0.01660398437928634,50,SpikerateCoact_output_1min_20minbuff_0p6
