animal,mean,std,lower,upper,ci_width,state_threshold,exceedance
H1,0.05571304897488046,0.0025997825808661353,0.051255977573792126,0.06018798438960041,0.008932006815808281,60,SpikestdCoact_output_1min_20minbuff_0p9
H2,0.6685928095731027,0.006837793988799913,0.6573740199825875,0.6793507009927869,0.02197668101019945,60,SpikestdCoact_output_1min_20minbuff_0p9
H3,0.03832506502909549,0.0023046701839581026,0.034726877798932715,0.04223539191762087,0.007508514118688157,60,SpikestdCoact_output_1min_20minbuff_0p9
H4,0.3734218382773296,0.005577413231216833,0.36418302314256074,0.38282622964703894,0.018643206504478205,60,SpikestdCoact_output_1min_20minbuff_0p9
H5,0.02516610228358079,0.0014095336980835206,0.02292263610315186,0.027437700790136316,0.004515064686984458,60,SpikestdCoact_output_1min_20minbuff_0p9
H6,0.6057520592679239,0.009403662038559898,0.5902422381439779,0.6216795827850073,0.03143734464102943,60,SpikestdCoact_output_1min_20minbuff_0p9
H7,0.6551452115365289,0.005074909755641942,0.6469795749170937,0.6640695658727765,0.017089990955682866,60,SpikestdCoact_output_1min_20minbuff_0p9
H8,0.3485049672885874,0.00510584717159013,0.3399703640193099,0.35684330208197423,0.016872938062664322,60,SpikestdCoact_output_1min_20minbuff_0p9
H9,0.21566748193440805,0.004700953821708735,0.20777654252362426,0.22334630350194554,0.015569760978321273,60,SpikestdCoact_output_1min_20minbuff_0p9
H10,0.34956215868936713,0.00540172685926074,0.3409358603704893,0.3583949030945497,0.017459042724060403,60,SpikestdCoact_output_1min_20minbuff_0p9
H11,0.11795749644886343,0.0029775133254331633,0.11314329072182171,0.12272743589573952,0.009584145173917813,60,SpikestdCoact_output_1min_20minbuff_0p9
