animal,mean,std,lower,upper,ci_width,state_threshold,exceedance
H1,0.059869455284999734,0.0028815699706660675,0.05496619578958941,0.06472269554224153,0.009756499752652116,40,SpikestdCoact_output_1min_20minbuff_0p9
H2,1.0216038405555705,0.006904981473962948,1.0102491820251123,1.0335401429755722,0.023290960950459905,40,SpikestdCoact_output_1min_20minbuff_0p9
H3,0.051685795500254754,0.002587191971751063,0.047725992866911586,0.05604569467163658,0.008319701804724994,40,SpikestdCoact_output_1min_20minbuff_0p9
H4,0.6094176247644457,0.006487019089142462,0.5986787778695294,0.6201751042791505,0.02149632640962107,40,SpikestdCoact_output_1min_20minbuff_0p9
H5,0.045155943388035066,0.001974991126889782,0.04193800468872101,0.048454458626378386,0.006516453937657374,40,SpikestdCoact_output_1min_20minbuff_0p9
H6,0.9368282399961004,0.009849782652183761,0.9206999073938682,0.9531242384364182,0.03242433104255005,40,SpikestdCoact_output_1min_20minbuff_0p9
H7,0.8807321500351722,0.0052512419663859715,0.8721422470103507,0.8891694302080193,0.017027183197668605,40,SpikestdCoact_output_1min_20minbuff_0p9
H8,0.5017666958677378,0.005746472190623288,0.49253508788279804,0.5117332388958267,0.01919815101302863,40,SpikestdCoact_output_1min_20minbuff_0p9
H9,0.3553891050583657,0.005675761605418966,0.3461923290717065,0.36464702612562533,0.018454697053918834,40,SpikestdCoact_output_1min_20minbuff_0p9
H10,0.43937830602848266,0.005906347071919579,0.4295909626298318,0.44876325088339214,0.01917228825356032,40,SpikestdCoact_output_1min_20minbuff_0p9
H11,0.3119720601658688,0.004566870470619002,0.30431828818708373,0.31911363164169276,0.014795343454609033,40,SpikestdCoact_output_1min_20minbuff_0p9
