animal,mean,std,lower,upper,ci_width,state_threshold,exceedance
H1,0.06045773099543782,0.00283149819862196,0.05592810421590723,0.06527235750013742,0.009344253284230192,60,SpikestdCoact_output_1min_20minbuff_0p75
H2,1.0867969266151003,0.006587054044209693,1.0756691164030983,1.09727971943907,0.02161060303597173,60,SpikestdCoact_output_1min_20minbuff_0p75
H3,0.05905084336703226,0.0027885234993732023,0.05443672736048912,0.0639564506181116,0.00951972325762248,60,SpikestdCoact_output_1min_20minbuff_0p75
H4,0.6679699972474539,0.006489293986998138,0.6577473586144107,0.6785079082766944,0.02076054966228369,60,SpikestdCoact_output_1min_20minbuff_0p75
H5,0.10101397933489623,0.002924610758815323,0.09637926543370667,0.10575670747590517,0.009377442042198494,60,SpikestdCoact_output_1min_20minbuff_0p75
H6,0.8802066578934539,0.010122581365004938,0.8634303260710627,0.8973168591899398,0.033886533118877016,60,SpikestdCoact_output_1min_20minbuff_0p75
H7,0.9032779368907646,0.005071948362579408,0.8948158476535021,0.9117802230931564,0.016964375439654344,60,SpikestdCoact_output_1min_20minbuff_0p75
H8,0.5345716762036122,0.006069019035182193,0.524500941268569,0.5444446515442396,0.019943710275670545,60,SpikestdCoact_output_1min_20minbuff_0p75
H9,0.5050584769316286,0.006390849790303267,0.4949360755975542,0.5151750972762645,0.020239021678710334,60,SpikestdCoact_output_1min_20minbuff_0p75
H10,0.5905462040903735,0.006439224582570311,0.5801370596423598,0.6013491808544811,0.021212121212121238,60,SpikestdCoact_output_1min_20minbuff_0p75
H11,0.2770571142715813,0.004416033154068051,0.2698095845169281,0.2845140829935853,0.014704498476657224,60,SpikestdCoact_output_1min_20minbuff_0p75
