animal,mean,std,lower,upper,ci_width,state_threshold,exceedance
H1,0.16112790633760238,0.004492234883999542,0.1541733084153246,0.1686088055845655,0.014435497169240918,40,SpikerateCoact_output_1min_20minbuff_0p9
H2,1.1901331771289902,0.006294082857093778,1.179965331388422,1.2003816800494536,0.02041634866103159,40,SpikerateCoact_output_1min_20minbuff_0p9
H3,0.11132578906438549,0.0037122702906075777,0.10525327827089645,0.1174546137137647,0.01220133544286825,40,SpikerateCoact_output_1min_20minbuff_0p9
H4,0.6992991594147664,0.006425053652484736,0.6894069321814987,0.7097334264964323,0.020326494314933607,40,SpikerateCoact_output_1min_20minbuff_0p9
H5,0.347394894503777,0.004893997977972711,0.3394981331944082,0.3553008595988538,0.015802726404445633,40,SpikerateCoact_output_1min_20minbuff_0p9
H6,1.035694302285909,0.009991347370872629,1.0196422478919915,1.0518106935711844,0.03216844567919286,40,SpikerateCoact_output_1min_20minbuff_0p9
H7,0.946438988543865,0.005025569604624223,0.9384044317154054,0.9546151140588885,0.016210682343483107,40,SpikerateCoact_output_1min_20minbuff_0p9
H8,0.46039421446012185,0.005414870452994698,0.4516225233453244,0.4690592906003615,0.017436767255037122,40,SpikerateCoact_output_1min_20minbuff_0p9
H9,0.6514175653140634,0.006321213742005741,0.6412340188993886,0.6617065036131183,0.020472484713729755,40,SpikerateCoact_output_1min_20minbuff_0p9
H10,0.6428133633151298,0.006579254642175749,0.6327176357211692,0.6537156012421029,0.020997965520933692,40,SpikerateCoact_output_1min_20minbuff_0p9
H11,0.2924232945331022,0.004589016461452778,0.2852532307687388,0.30011877261540154,0.014865541846662722,40,SpikerateCoact_output_1min_20minbuff_0p9
