animal,mean,std,lower,upper,ci_width,state_threshold,exceedance
pig1666,0.03347139009509152,0.0021443594274388965,0.030093992194800204,0.03696476666849888,0.006870774473698674,90,SpikestdCoact_output_1min_20minbuff_0p75
pig1670,0.5146380573709965,0.006625876322138807,0.5039813475028776,0.525952027234811,0.02197067973193345,90,SpikestdCoact_output_1min_20minbuff_0p75
pig1690pvccmrtx,0.0384818052613231,0.0021920148834642626,0.034860958408195,0.042101311308358584,0.007240352900163581,90,SpikestdCoact_output_1min_20minbuff_0p75
pig1692chronicPVCRTX,0.25606396493679734,0.004920620265601364,0.2478350166211438,0.26414385229414133,0.01630883567299754,90,SpikestdCoact_output_1min_20minbuff_0p75
pig1767pvc,0.02533923764869323,0.001445108122572204,0.02300946427020925,0.02761569853260397,0.004606234262394718,90,SpikestdCoact_output_1min_20minbuff_0p75
pig1768,0.31273041867719437,0.007775795773894311,0.2995077253009698,0.32486474630793966,0.02535702100696985,90,SpikestdCoact_output_1min_20minbuff_0p75
pig1770,0.4832989774896995,0.004620646659722637,0.4756431514420661,0.4907829615114059,0.015139810069339787,90,SpikestdCoact_output_1min_20minbuff_0p75
pig1774pvc,0.23038181953738046,0.004311409525166643,0.22292221952992486,0.2369061154498518,0.013983895919926936,90,SpikestdCoact_output_1min_20minbuff_0p75
pig1841pvc,0.21313429683157312,0.004605561625152856,0.20544191217342966,0.22101167315175096,0.015569760978321301,90,SpikestdCoact_output_1min_20minbuff_0p75
pig1843pvc,0.31706253346182667,0.005293007258931882,0.30827711746439657,0.3260520398329585,0.01777492236856193,90,SpikestdCoact_output_1min_20minbuff_0p75
pig1844,0.08625540707935772,0.0025850009329692817,0.08209082553101517,0.09059721892104994,0.00850639339003477,90,SpikestdCoact_output_1min_20minbuff_0p75
