animal,mean,std,lower,upper,ci_width,state_threshold,exceedance
pig1666,0.06683408453800914,0.002911366216185706,0.06211180124223603,0.07173088550541418,0.009619084263178146,50,SpikestdCoact_output_1min_20minbuff_0p75
pig1670,1.1969893974967982,0.006332835496884339,1.1868127898899614,1.2071091129856726,0.020296323095711166,50,SpikestdCoact_output_1min_20minbuff_0p75
pig1690pvccmrtx,0.09585422756161004,0.0037290080971815413,0.089699927596471,0.10190126303933925,0.01220133544286825,50,SpikestdCoact_output_1min_20minbuff_0p75
pig1692chronicPVCRTX,0.8593392830676069,0.006729700845360503,0.8483082428169133,0.8702333312159903,0.02192508839907703,50,SpikestdCoact_output_1min_20minbuff_0p75
pig1767pvc,0.16582625683771812,0.0036628078753496406,0.15993748371971866,0.17183294260658155,0.011895458886862886,50,SpikestdCoact_output_1min_20minbuff_0p75
pig1768,1.0101852122630013,0.00988819481274193,0.9945289272310763,1.0264658575815173,0.031936930350440984,50,SpikestdCoact_output_1min_20minbuff_0p75
pig1770,0.9922809265400462,0.005139075687854253,0.9839463370515525,1.0010426087830369,0.017096271731484314,50,SpikestdCoact_output_1min_20minbuff_0p75
pig1774pvc,0.6752951482730984,0.006231998115559379,0.664945667368735,0.6853600119289482,0.020414344560213293,50,SpikestdCoact_output_1min_20minbuff_0p75
pig1841pvc,0.6267199555308502,0.006701358716176286,0.6161200667037243,0.6378043357420788,0.02168426903835452,50,SpikestdCoact_output_1min_20minbuff_0p75
pig1843pvc,0.7279158368133631,0.006498063823835209,0.71677909840454,0.7379858657243814,0.02120676731984139,50,SpikestdCoact_output_1min_20minbuff_0p75
pig1844,0.3937897726586233,0.004948627900923245,0.38550892257293984,0.4013737591770727,0.015864836604132848,50,SpikestdCoact_output_1min_20minbuff_0p75
