animal,mean,std,lower,upper,ci_width,state_threshold,exceedance
pig1666,0.5790496344747981,0.007492164690876348,0.5661449458582972,0.5911614357170342,0.025016489858736946,40,SpikerateCoact_output_1min_20minbuff_0p75
pig1670,1.175705143972933,0.006149030560443951,1.1661503888200224,1.1856125342367556,0.01946214541673319,40,SpikerateCoact_output_1min_20minbuff_0p75
pig1690pvccmrtx,0.3866361856748276,0.006410118806679158,0.37636427019924373,0.397823871711673,0.02145960151242926,40,SpikerateCoact_output_1min_20minbuff_0p75
pig1692chronicPVCRTX,1.163150289017341,0.00629382326032852,1.1526816151093608,1.1731139765821847,0.0204323614728239,40,SpikerateCoact_output_1min_20minbuff_0p75
pig1767pvc,0.9368326821220803,0.005971661079404967,0.9266258574281496,0.9468611617608751,0.020235304332725468,40,SpikerateCoact_output_1min_20minbuff_0p75
pig1768,1.1920741336452694,0.008950715112639352,1.1775600721353021,1.2070478140078955,0.029487741872593398,40,SpikerateCoact_output_1min_20minbuff_0p75
pig1770,1.1043301552607776,0.004778807336212612,1.096431891267209,1.111892020902422,0.015460129635212816,40,SpikerateCoact_output_1min_20minbuff_0p75
pig1774pvc,0.8560230936981602,0.006199120157520087,0.8457391288140015,0.8664423775884884,0.020703248774486926,40,SpikerateCoact_output_1min_20minbuff_0p75
pig1841pvc,1.1181407448582545,0.006276248836596103,1.1080544747081713,1.1279599777654252,0.019905503057253915,40,SpikerateCoact_output_1min_20minbuff_0p75
pig1843pvc,1.0230928364921295,0.006516620010870817,1.0124156761965948,1.0335207195631222,0.02110504336652741,40,SpikerateCoact_output_1min_20minbuff_0p75
pig1844,0.39544769350624415,0.005009780156445799,0.3874951241363412,0.4038513494848498,0.016356225348508613,40,SpikerateCoact_output_1min_20minbuff_0p75
