animal,mean,std,lower,upper,ci_width,state_threshold,exceedance
H1,0.05404331336228221,0.002598131720985574,0.04988182267905239,0.0581267520474908,0.00824492936843841,70,SpikestdCoact_output_1min_20minbuff_0p9
H2,0.5538017992072773,0.006930751504706289,0.5423895284054653,0.5652003870946428,0.022810858689177538,70,SpikestdCoact_output_1min_20minbuff_0p9
H3,0.038007428065753135,0.002246620180141217,0.03445201254994503,0.04169906948057171,0.007247056930626682,70,SpikestdCoact_output_1min_20minbuff_0p9
H4,0.3050401236528404,0.004972034920280034,0.29706324504012366,0.313483241228906,0.016419996188782315,70,SpikestdCoact_output_1min_20minbuff_0p9
H5,0.024966310671181727,0.00146776751602748,0.02248849526786489,0.027437700790136316,0.004949205522271426,70,SpikestdCoact_output_1min_20minbuff_0p9
H6,0.4906336208997415,0.009010769607527556,0.476190476190476,0.5056782180630695,0.029487741872593454,70,SpikestdCoact_output_1min_20minbuff_0p9
H7,0.5509944352326399,0.004946517734139998,0.54278150437142,0.5591146618430308,0.016333157471610793,70,SpikestdCoact_output_1min_20minbuff_0p9
H8,0.27895043894801586,0.004740102599038509,0.27129037669381745,0.2866675364858064,0.015377159791988948,70,SpikestdCoact_output_1min_20minbuff_0p9
H9,0.18455330739299608,0.004337725278679464,0.17775986659255144,0.19188438021122847,0.014124513618677031,70,SpikestdCoact_output_1min_20minbuff_0p9
H10,0.24051707891637217,0.004757830627881324,0.2323589249384302,0.24810472213299062,0.01574579719456043,70,SpikestdCoact_output_1min_20minbuff_0p9
H11,0.0651306462518141,0.0023256660872597247,0.0611964806020948,0.0687944242126113,0.007597943610516494,70,SpikestdCoact_output_1min_20minbuff_0p9
