animal,mean,std,lower,upper,ci_width,state_threshold,exceedance
pig1666,0.04289190897597978,0.0023286444861572806,0.039163414500082455,0.04658385093167702,0.007420436431594568,80,SpikerateCoact_output_1min_20minbuff_0p6
pig1670,1.058948234872722,0.006805888023424934,1.0470970305785325,1.069673839415335,0.022576808836802353,80,SpikerateCoact_output_1min_20minbuff_0p6
pig1690pvccmrtx,0.06814566517390254,0.003027700669584995,0.06327934354133705,0.07320801265720951,0.009928669115872465,80,SpikerateCoact_output_1min_20minbuff_0p6
pig1692chronicPVCRTX,0.5706436723199729,0.006021447544490753,0.5606724681869191,0.5804696267124013,0.01979715852548225,80,SpikerateCoact_output_1min_20minbuff_0p6
pig1767pvc,0.3203658938959798,0.0049143256665837185,0.31222974733003384,0.32847095597811926,0.016241208648085426,80,SpikerateCoact_output_1min_20minbuff_0p6
pig1768,0.8405748891163423,0.01022823090401306,0.8239264999756297,0.8573378174197004,0.033411317444070665,80,SpikerateCoact_output_1min_20minbuff_0p6
pig1770,0.779859436237564,0.005031036244025125,0.7714676916892774,0.788177695708974,0.016710004019696578,80,SpikerateCoact_output_1min_20minbuff_0p6
pig1774pvc,0.4043378501798661,0.00530923637841919,0.3957009189017912,0.4130398315036066,0.017338912601815415,80,SpikerateCoact_output_1min_20minbuff_0p6
pig1841pvc,0.6142449138410226,0.006805599191994426,0.603107281823235,0.6250138966092273,0.021906614785992318,80,SpikerateCoact_output_1min_20minbuff_0p6
pig1843pvc,0.5679690545026232,0.006464501430141182,0.5573294785308918,0.5788628332797943,0.0215333547489025,80,SpikerateCoact_output_1min_20minbuff_0p6
pig1844,0.14515697836570218,0.003184539131443382,0.13965350701503687,0.15030714533847847,0.0106536383234416,80,SpikerateCoact_output_1min_20minbuff_0p6
