animal,mean,std,lower,upper,ci_width,state_threshold,exceedance
pig1666,0.05684521519265653,0.002747236791034018,0.052492716979057885,0.061424723794866166,0.008932006815808281,80,SpikestdCoact_output_1min_20minbuff_0p75
pig1670,0.752049345728509,0.00738390503068662,0.7403116856191129,0.7644488268050829,0.02413714118596999,80,SpikestdCoact_output_1min_20minbuff_0p75
pig1690pvccmrtx,0.039127805636748815,0.002156805156159908,0.035531361454506444,0.04263763374540774,0.007106272290901293,80,SpikestdCoact_output_1min_20minbuff_0p75
pig1692chronicPVCRTX,0.3863289504329967,0.005793212429393483,0.3768817887314997,0.3962660653412099,0.019384276609710205,80,SpikestdCoact_output_1min_20minbuff_0p75
pig1767pvc,0.032397238864287574,0.0016476564754586618,0.02960840496657115,0.03507857949118694,0.005470174524615786,80,SpikestdCoact_output_1min_20minbuff_0p75
pig1768,0.5819164595213723,0.009326591193111427,0.5663596042306378,0.5970780328508064,0.030718428620168603,80,SpikestdCoact_output_1min_20minbuff_0p75
pig1770,0.666233041905336,0.004939469792270654,0.6580996884735202,0.6741188071550598,0.0160191186815396,80,SpikestdCoact_output_1min_20minbuff_0p75
pig1774pvc,0.3608976533522208,0.005165550856914944,0.35301765111554306,0.36979739427037706,0.016779743154833993,80,SpikestdCoact_output_1min_20minbuff_0p75
pig1841pvc,0.26720600333518624,0.0050491503886459545,0.2591384102279044,0.2757087270705948,0.01657031684269039,80,SpikestdCoact_output_1min_20minbuff_0p75
pig1843pvc,0.3476188028696862,0.00545371577567215,0.3388960274119284,0.3567887354106435,0.017892707998715063,80,SpikestdCoact_output_1min_20minbuff_0p75
pig1844,0.11444353011534314,0.0029829364906258362,0.10942277594297639,0.11925880946485155,0.009836033521875162,80,SpikestdCoact_output_1min_20minbuff_0p75
