animal,mean,std,lower,upper,ci_width,state_threshold,exceedance
H1,0.4527193151212005,0.006668963782507786,0.44192821414829886,0.46363986148518666,0.021711647336887796,40,SpikestdCoact_output_1min_20minbuff_0p6
H2,1.1191200514070652,0.006689301396355382,1.107955993474336,1.1298006463626828,0.021844652888346916,40,SpikestdCoact_output_1min_20minbuff_0p6
H3,0.3313854549355072,0.006059557235133361,0.3212504357619801,0.34124185460298734,0.019991418841007247,40,SpikestdCoact_output_1min_20minbuff_0p6
H4,1.2502439179317792,0.005634318456860825,1.2407577971161787,1.2591892693048765,0.018431472188697784,40,SpikestdCoact_output_1min_20minbuff_0p6
H5,0.6184231136580707,0.005718038836747129,0.6087522792393851,0.6280281323261265,0.0192758530867414,40,SpikestdCoact_output_1min_20minbuff_0p6
H6,1.2302224984159476,0.008989358828702948,1.2155773261198026,1.2448335526636443,0.029256226543841635,40,SpikestdCoact_output_1min_20minbuff_0p6
H7,1.1856133177570092,0.004775958118554331,1.177513566475731,1.1936677218370013,0.016154155361270295,40,SpikestdCoact_output_1min_20minbuff_0p6
H8,1.0918695830459824,0.0058610340210163295,1.0820814150714806,1.1012842258299005,0.019202810758419897,40,SpikestdCoact_output_1min_20minbuff_0p6
H9,1.083739299610895,0.006638087307884208,1.0728182323513062,1.0946136742634798,0.02179544191217353,40,SpikestdCoact_output_1min_20minbuff_0p6
H10,1.104620623193061,0.006387720147346285,1.094223150230217,1.1151086840132773,0.02088553378306024,40,SpikestdCoact_output_1min_20minbuff_0p6
H11,1.2408969763329896,0.005164547082954354,1.2321015307403809,1.248953274150445,0.016851743410064124,40,SpikestdCoact_output_1min_20minbuff_0p6
