animal,mean,std,lower,upper,ci_width,state_threshold,exceedance
pig1720,0.017394959274526348,0.0010931447870698343,0.015611014148680106,0.019200844204041,0.003589830055360895,90,SpikerateCoact_output_1min_20minbuff_0p6
pig1721,0.07022466587253691,0.002529995635458897,0.06610139334493055,0.07449692292280219,0.008395529577871638,90,SpikerateCoact_output_1min_20minbuff_0p6
pig1723,0.05478445095810651,0.0023279727321966668,0.05104584155849334,0.05872265757412613,0.00767681601563279,90,SpikerateCoact_output_1min_20minbuff_0p6
pig1740,0.10849496020766711,0.0026169743004999476,0.1041077652621577,0.112868301282261,0.008760536020103293,90,SpikerateCoact_output_1min_20minbuff_0p6
pig1741,0.07457175385652143,0.0017251002611437657,0.07178143806318044,0.07751905035206702,0.005737612288886584,90,SpikerateCoact_output_1min_20minbuff_0p6
pig1742,0.03678930560104813,0.0016786838195786322,0.03406485424172943,0.03963314772355058,0.005568293481821154,90,SpikerateCoact_output_1min_20minbuff_0p6
