animal,mean,std,lower,upper,ci_width,state_threshold,exceedance
H1,0.0654541581927115,0.002848701882575241,0.0607376463474963,0.07021931512120047,0.009481668773704169,70,SpikerateCoact_output_1min_20minbuff_0p75
H2,1.0802249267859716,0.006773489569344267,1.0690617090321999,1.0909183644770786,0.021856655444878692,70,SpikerateCoact_output_1min_20minbuff_0p75
H3,0.08306186479311362,0.00321239885684089,0.07789412995092648,0.08836582553431122,0.010471695583384732,70,SpikerateCoact_output_1min_20minbuff_0p75
H4,0.575171716530098,0.006584088825523588,0.5644836858709692,0.5860805860805861,0.02159690020961691,70,SpikerateCoact_output_1min_20minbuff_0p75
H5,0.32108309455587386,0.004599192692122902,0.313788312928714,0.3283928106277676,0.014604497699053587,70,SpikerateCoact_output_1min_20minbuff_0p75
H6,0.8769071989082222,0.010108684476272145,0.8599941511916944,0.8936491689818197,0.03365501779012525,70,SpikerateCoact_output_1min_20minbuff_0p75
H7,0.8485667269621144,0.004960670445445506,0.8404274696010451,0.8568862425886845,0.016458772987639425,70,SpikerateCoact_output_1min_20minbuff_0p75
H8,0.42050921697638444,0.005055734072302294,0.41210322267991273,0.4286080408566476,0.01650481817673488,70,SpikerateCoact_output_1min_20minbuff_0p75
H9,0.6554094496942746,0.006704142361988716,0.6446914952751529,0.6667092829349638,0.022017787659810883,70,SpikerateCoact_output_1min_20minbuff_0p75
H10,0.5490890887675339,0.006232114364341365,0.5391369525645143,0.5593746653817324,0.02023771281721809,70,SpikerateCoact_output_1min_20minbuff_0p75
H11,0.16613803895539472,0.0034990521759332292,0.16021750656958694,0.1719488966769116,0.011731390107324657,70,SpikerateCoact_output_1min_20minbuff_0p75
