animal,mean,std,lower,upper,ci_width,state_threshold,exceedance
H1,0.018194360468311993,0.0015994524523053372,0.01566536580003298,0.020887154400043975,0.005221788600010994,80,SpikerateCoact_output_1min_20minbuff_0p75
H2,0.8846457886329474,0.007184455551281835,0.8729399352983612,0.8967169997883695,0.02377706449000827,80,SpikerateCoact_output_1min_20minbuff_0p75
H3,0.04963261913062133,0.002492749650442376,0.04572148775844037,0.05390040492343997,0.008178917164999598,80,SpikerateCoact_output_1min_20minbuff_0p75
H4,0.4073825403883208,0.00571520013989465,0.39784348599377506,0.4163755319824684,0.018532045988693346,80,SpikerateCoact_output_1min_20minbuff_0p75
H5,0.18840939480767557,0.0037968986298612547,0.18225232265346875,0.19466875054267602,0.012416427889207271,80,SpikerateCoact_output_1min_20minbuff_0p75
H6,0.7316035482770382,0.009704147033243854,0.7150168153238775,0.7476726616951793,0.03265584637130181,80,SpikerateCoact_output_1min_20minbuff_0p75
H7,0.6395057657521857,0.005077140389157796,0.6310264043814692,0.6477364084011656,0.016710004019696467,80,SpikerateCoact_output_1min_20minbuff_0p75
H8,0.30343786695494956,0.004993197045687809,0.2952368082607966,0.31155057687647947,0.016313768615682844,80,SpikerateCoact_output_1min_20minbuff_0p75
H9,0.4406827126181213,0.005861250175253012,0.43145636464702614,0.45058365758754865,0.01912729294052251,80,SpikerateCoact_output_1min_20minbuff_0p75
H10,0.46402302173680254,0.006146467826026043,0.45379055573401855,0.4740336224435163,0.02024306670949777,80,SpikerateCoact_output_1min_20minbuff_0p75
H11,0.0889280663307005,0.002600898838489526,0.08465100218238485,0.0932399819160122,0.00858897973362735,80,SpikerateCoact_output_1min_20minbuff_0p75
