animal,mean,std,lower,upper,ci_width,state_threshold,exceedance
pig1666,0.03547600725553785,0.002147854846021101,0.032155224536909804,0.03930082998955643,0.007145605452646628,80,SpikestdCoact_output_1min_20minbuff_0p9
pig1670,0.38536296191010944,0.005968495833026238,0.3760400961493982,0.3951301623136375,0.019090066164239305,80,SpikestdCoact_output_1min_20minbuff_0p9
pig1690pvccmrtx,0.0375439113995334,0.0022555208108691865,0.0337883135340967,0.04116945107398567,0.00738113753988897,80,SpikestdCoact_output_1min_20minbuff_0p9
pig1692chronicPVCRTX,0.23899479133583182,0.004752697316453303,0.23121387283236997,0.2467816384001355,0.01556776556776554,80,SpikestdCoact_output_1min_20minbuff_0p9
pig1767pvc,0.02468724494225926,0.0014758200463674282,0.022228010766692712,0.02709038812190674,0.004862377355214029,80,SpikestdCoact_output_1min_20minbuff_0p9
pig1768,0.3091563094019592,0.008108235132882237,0.2963274357849587,0.3226592581761465,0.02633182239118781,80,SpikestdCoact_output_1min_20minbuff_0p9
pig1770,0.4341863254949251,0.004583506690879668,0.42665310019093555,0.4416044869862325,0.01495138679529695,80,SpikestdCoact_output_1min_20minbuff_0p9
pig1774pvc,0.2045781998471603,0.0040403402828888945,0.19784812957819986,0.21071834634955544,0.01287021677135558,80,SpikestdCoact_output_1min_20minbuff_0p9
pig1841pvc,0.129655808782657,0.0037156354225279797,0.1236242356864925,0.1358532518065592,0.012229016120066688,80,SpikestdCoact_output_1min_20minbuff_0p9
pig1843pvc,0.1976703073134168,0.004456907626852896,0.1904861334189956,0.2052682300032123,0.014782096584216697,80,SpikestdCoact_output_1min_20minbuff_0p9
pig1844,0.04117655987913258,0.001866755112050069,0.03815489073976761,0.0443488665092104,0.006193975769442785,80,SpikestdCoact_output_1min_20minbuff_0p9
