animal,mean,std,lower,upper,ci_width,state_threshold,exceedance
pig1720,0.03145907662481607,0.001497389822061849,0.029042111907229207,0.03403482363946474,0.0049927117322355295,60,SpikestdCoact_output_1min_20minbuff_0p75
pig1721,0.07445729937954183,0.002669071169206238,0.0700171317377191,0.07887415905474082,0.008857027317021718,60,SpikestdCoact_output_1min_20minbuff_0p75
pig1723,0.09600257223185978,0.0030993557175590155,0.09102510418536021,0.10109469402404737,0.010069589838687165,60,SpikestdCoact_output_1min_20minbuff_0p75
pig1740,0.19824604053343786,0.003435545430461109,0.19252466348985908,0.20386921808023317,0.01134455459037409,60,SpikestdCoact_output_1min_20minbuff_0p75
pig1741,0.15875272479236507,0.0025842052032521968,0.15429806203728852,0.16318083866026856,0.008882776622980038,60,SpikestdCoact_output_1min_20minbuff_0p75
pig1742,0.09578340976089086,0.002848075732159137,0.09105797576154596,0.10047494267933174,0.009416966917785777,60,SpikestdCoact_output_1min_20minbuff_0p75
