animal,mean,std,lower,upper,ci_width,state_threshold,exceedance
H1,0.06029187049964273,0.002768731033990713,0.05592810421590723,0.06513494201066346,0.009206837794756229,70,SpikestdCoact_output_1min_20minbuff_0p6
H2,1.1183190007841153,0.006538591819908609,1.1078299666307494,1.1290864942490253,0.0212565276182759,70,SpikestdCoact_output_1min_20minbuff_0p6
H3,0.0608707194765493,0.0028059192457989507,0.05617977528089887,0.06543133731999677,0.009251562039097903,70,SpikestdCoact_output_1min_20minbuff_0p6
H4,0.7097465540240108,0.006468397252785943,0.6995701793389655,0.7205477566749244,0.020977577335958952,70,SpikestdCoact_output_1min_20minbuff_0p6
H5,0.11975184509854996,0.003175814100450168,0.11460449769905355,0.1251193887297039,0.010514891030650356,70,SpikestdCoact_output_1min_20minbuff_0p6
H6,0.8772968757615633,0.009760909245999568,0.8612370229565723,0.8936613539991224,0.03242433104255005,70,SpikestdCoact_output_1min_20minbuff_0p6
H7,0.9340413023816703,0.004924240133808682,0.9257863531303386,0.9421195106019494,0.016333157471610793,70,SpikestdCoact_output_1min_20minbuff_0p6
H8,0.5618729380626641,0.005809103261054945,0.5521798288941492,0.5711962498369089,0.019016420942759682,70,SpikestdCoact_output_1min_20minbuff_0p6
H9,0.5926989438576986,0.006440965322305601,0.5829849916620344,0.60366870483602,0.02068371317398554,70,SpikestdCoact_output_1min_20minbuff_0p6
H10,0.5833779847949458,0.006312401211791553,0.573080629617732,0.5934361280651032,0.020355498447371168,70,SpikestdCoact_output_1min_20minbuff_0p6
H11,0.34987869635679714,0.004860285678444908,0.34173816046887745,0.3582636878217508,0.016525527352873326,70,SpikestdCoact_output_1min_20minbuff_0p6
