animal,mean,std,lower,upper,ci_width,state_threshold,exceedance
H1,1.0499108173473317,0.007452725086101963,1.0378923212224485,1.0627782663661849,0.024885945143736432,40,SpikerateCoact_output_1min_20minbuff_0p6
H2,0.8684136512045566,0.007074284703611098,0.8571025619543098,0.8797873937999007,0.02268483184559089,40,SpikerateCoact_output_1min_20minbuff_0p6
H3,0.8057027164731435,0.007488458487386211,0.7930800997559733,0.8178917164999597,0.024811616743986464,40,SpikerateCoact_output_1min_20minbuff_0p6
H4,1.2460338986639565,0.005923754822759536,1.236210802684791,1.2554786254208221,0.019267822736031004,40,SpikerateCoact_output_1min_20minbuff_0p6
H5,1.2213790917773721,0.005318112085808845,1.2124598419727357,1.2297516714422159,0.017291829469480158,40,SpikerateCoact_output_1min_20minbuff_0p6
H6,1.2435492518399374,0.008889043532796662,1.2292245454988542,1.2587122873714476,0.029487741872593398,40,SpikerateCoact_output_1min_20minbuff_0p6
H7,1.178438473520249,0.00470472709383133,1.1708590845141194,1.1858827002311325,0.015023615717013161,40,SpikerateCoact_output_1min_20minbuff_0p6
H8,1.1455075394680434,0.005659487717812974,1.1361344616130173,1.1552440774636072,0.0191096158505899,40,SpikerateCoact_output_1min_20minbuff_0p6
H9,1.2492583657587548,0.005670386306920066,1.239905503057254,1.2584769316286826,0.01857142857142846,40,SpikerateCoact_output_1min_20minbuff_0p6
H10,1.1943786272620192,0.005911091618310497,1.1844951279580254,1.2039940036406467,0.01949887568262132,40,SpikerateCoact_output_1min_20minbuff_0p6
H11,0.5094311351014331,0.005288898637649669,0.5007127425673962,0.5179815470126027,0.01726880444520651,40,SpikerateCoact_output_1min_20minbuff_0p6
