animal,mean,std,lower,upper,ci_width,state_threshold,exceedance
pig1720,0.0,0.0,0.0,0.0,0.0,70,SpikerateCoact_output_1min_20minbuff_0p9
pig1721,0.013593579062431953,0.0011061621461557285,0.011840447044860621,0.015294687698499088,0.003454240653638467,70,SpikerateCoact_output_1min_20minbuff_0p9
pig1723,0.025228709297920274,0.0015824029191631736,0.022631652409722636,0.027915694602301047,0.005284042192578411,70,SpikerateCoact_output_1min_20minbuff_0p9
pig1740,0.11319203364821319,0.0027003200597957478,0.10899736676175024,0.11775790278185355,0.008760536020103307,70,SpikerateCoact_output_1min_20minbuff_0p9
pig1741,0.07777228233337823,0.0018904576259808985,0.07460283548052894,0.08080297193619397,0.0062001364556650285,70,SpikerateCoact_output_1min_20minbuff_0p9
pig1742,0.047002947920078586,0.002003631419883479,0.04380936783491645,0.05044218801179165,0.0066328201768752,70,SpikerateCoact_output_1min_20minbuff_0p9
