animal,mean,std,lower,upper,ci_width,state_threshold,exceedance
H1,0.0,0.0,0.0,0.0,0.0,80,SpikerateCoact_output_1min_20minbuff_0p9
H2,0.5685494604437832,0.006551308926027458,0.5573987253488047,0.5793634038024721,0.02196467845366734,80,SpikerateCoact_output_1min_20minbuff_0p9
H3,0.017677857928186425,0.00154830871660433,0.01501702823737631,0.02024617199860556,0.00522914376122925,80,SpikerateCoact_output_1min_20minbuff_0p9
H4,0.26881142941836583,0.004950837403848655,0.26095725084164395,0.27684791124097485,0.015890660399330903,80,SpikerateCoact_output_1min_20minbuff_0p9
H5,0.04219041417035686,0.0019137454949649001,0.03898584700876964,0.04532430320395936,0.006338456195189718,80,SpikerateCoact_output_1min_20minbuff_0p9
H6,0.5263218306769994,0.009449014856176023,0.5112833260223227,0.5417458692791342,0.030462543256811414,80,SpikerateCoact_output_1min_20minbuff_0p9
H7,0.37955098733795595,0.004177588286965659,0.372698095668777,0.3863305195457743,0.013632423876997313,80,SpikerateCoact_output_1min_20minbuff_0p9
H8,0.18588935900542392,0.0038418973137548064,0.17976831745913402,0.19226575459916867,0.01249743714003465,80,SpikerateCoact_output_1min_20minbuff_0p9
H9,0.24290327959977767,0.0048321309427942875,0.23524180100055586,0.25136186770428015,0.01612006670372429,80,SpikerateCoact_output_1min_20minbuff_0p9
H10,0.259174751044009,0.004958674923020569,0.25109219402505617,0.2672663026019916,0.01617410857693541,80,SpikerateCoact_output_1min_20minbuff_0p9
H11,0.041067050387528836,0.001713226489303062,0.038150761422587984,0.04368817576046984,0.005537414337881859,80,SpikerateCoact_output_1min_20minbuff_0p9
