# index, sign
1272583,-1
1272833,-1
1274165,-1
1276695,-1
1278095,-1
1288182,-1
1308997,-1
1317863,-1
1323910,-1
1327488,-1
1330672,-1
1346875,-1
1356231,-1
1359801,-1
1361429,-1
1370587,-1
1374280,-1
1375963,-1
1378614,-1
1385016,-1
1388757,-1
1390420,-1
1397047,-1
1399470,-1
1405121,-1
1407926,-1
1413951,-1
1446666,-1
1446928,-1
1454645,-1
1461173,-1
1462979,-1
1475849,-1
1477374,-1
1483630,-1
1486506,-1
1491916,-1
1500874,-1
1504666,-1
1504845,-1
1506432,-1
1515314,-1
1519144,-1
1519314,-1
1521161,-1
1524673,-1
1534966,-1
1535439,-1
1551112,-1
1560631,-1
1572824,-1
1577179,-1
1587244,-1
1593594,-1
1601461,-1
1602697,-1
1608087,-1
1612309,-1
1615095,-1
1617130,-1
1620967,-1
1621089,-1
1626696,-1
1631675,-1
1641559,-1
1646153,-1
1650089,-1
1650234,-1
1654328,-1
1654665,-1
1660354,-1
1666378,-1
1693824,-1
1704648,-1
1717098,-1
1719386,-1
1722928,-1
1723063,-1
1724806,-1
1733642,-1
1737446,-1
1739219,-1
1745816,-1
1748167,-1
1751934,-1
1752091,-1
1753660,-1
1759950,-1
1762585,-1
1766425,-1
1766620,-1
1768175,-1
1770856,-1
1782345,-1
1782860,-1
1821128,-1
1824991,-1
1839684,-1
1841265,-1
1850375,-1
1854114,-1
1855924,-1
1865016,-1
1868650,-1
1870464,-1
1879450,-1
1883155,-1
1883274,-1
1884774,-1
1888760,-1
1894030,-1
1894194,-1
1897811,-1
1899039,-1
1899806,-1
1902349,-1
1903713,-1
1943222,-1
1949839,-1
1951769,-1
1958117,-1
1966343,-1
1970957,-1
1979182,-1
1981832,-1
1985486,-1
1990049,-1
1994019,-1
1996294,-1
2000058,-1
2001762,-1
2008622,-1
2010916,-1
2024164,-1
2030772,-1
2031545,-1
2035202,-1
2055170,-1
2064326,-1
2069708,-1
2072914,-1
2073228,-1
2083363,-1
2089477,-1
2097952,-1
2102307,-1
2102527,-1
2104140,-1
2111919,-1
2113390,-1
2116924,-1
2118557,-1
2127782,-1
2131407,-1
2133211,-1
2140101,-1
2142227,-1
2145954,-1
2147631,-1
2151718,-1
2173777,-1
2187415,-1
2200876,-1
2204645,-1
2206258,-1
2215484,-1
2219377,-1
2219553,-1
2221011,-1
2227467,-1
2233782,-1
2234139,-1
2242156,-1
2244999,-1
2257987,-1
2259351,-1
2263085,-1
2263515,-1
2264873,-1
2271274,-1
2279592,-1
2286078,-1
2307367,-1
2317965,-1
2318571,-1
2321674,-1
2331726,-1
2336319,-1
2337956,-1
2347101,-1
2350766,-1
2350881,-1
2353108,-1
2355122,-1
2359021,-1
2365405,-1
2365615,-1
2367176,-1
2375235,-1
2376364,-1
2380100,-1
2381885,-1
2389534,-1
2390900,-1
2396254,-1
