spike_time,spike,lvp,lvp_phase,resp,resp_phase,plus_minus_id,prom,width,spike_x_level
12002.827049999998,56541,6.512608051300049,4,17.34664535522461,2,-1,4.0385932591005345,24.0,-3.7942992949884418
12004.569099999999,91382,114.02893829345703,2,4.704177379608154,1,-1,2.6063598846498515,18.0,-2.083093381511992
12006.681399999998,133628,18.838260650634766,4,-1.592556118965149,1,-1,5.990778970570779,33.0,-3.21080671327641
12007.415199999998,148304,19.771013259887695,4,-1.6660587787628174,1,-1,0.9394077585851855,32.0,-2.2953110895297035
12009.053399999999,181068,127.95359802246094,2,20.87477684020996,2,-1,9.056620687950248,17.0,-7.463643476176932
12010.343499999999,206870,15.24050235748291,4,6.345738410949707,1,-1,2.323197448184378,16.0,-1.701133122931261
12011.813849999999,236277,18.804948806762695,4,0.7350301742553711,1,-1,3.8901124792301194,13.0,-2.4168630620098503
12012.629449999999,252589,114.72850799560547,2,2.7686054706573486,1,-1,3.183406097153097,21.0,-1.9299678484840623
12015.281749999998,305635,6.42932653427124,4,18.498188018798828,2,-1,2.5675452144920277,22.0,-3.572504268006851
12018.380649999997,367613,16.922786712646484,4,5.537208080291748,1,-1,1.0620986893408748,21.0,-2.0451399949134874
12019.110199999997,382204,16.189910888671875,4,4.2631611824035645,1,-1,4.1151100482261285,15.0,-3.8708411098500783
12019.666499999998,393330,5.629824638366699,4,3.0626165866851807,1,-1,5.776047593216165,20.0,-3.138951190390056
12020.666799999999,413336,115.74453735351562,2,7.88929557800293,2,-1,2.959662573381258,22.0,-2.118294592439729
12021.509999999998,430200,132.93382263183594,2,20.997282028198242,2,-1,7.144827662278845,35.0,-5.610642311177602
12022.749399999999,454988,9.977115631103516,4,6.468242645263672,1,-1,2.466397939078189,21.0,-2.0803275056312023
12024.033099999999,480662,5.346667766571045,4,4.973687171936035,1,-1,2.7714698045964243,24.0,-1.9144015888715629
12024.952899999998,499058,17.30588150024414,4,1.225048303604126,1,-1,2.911278882861918,22.0,-1.9346204682508361
