time,shannon_entropy
12000.079199999998,0.7861486530233609
12002.676873333332,-999.0
12005.274546666666,0.7340470417112956
12007.872219999997,0.7429816427944859
12010.469893333331,0.7429816427944859
12013.067566666665,0.7621209456957809
12015.665239999998,-999.0
12018.262913333332,0.6760274055480228
12020.860586666666,-999.0
12023.458259999998,0.6999343705561639
12026.055933333331,0.7774739353637647
12028.653606666665,0.7774739353637647
12031.251279999999,0.7757065463652316
12033.848953333332,-999.0
12036.446626666664,0.7809032433578561
12039.044299999998,0.7687783335215295
12041.641973333331,-999.0
12044.239646666665,0.7732125026953703
12046.837319999999,-999.0
12049.43499333333,0.7115199078225742
12052.032666666664,0.8020183626780538
12054.630339999998,0.7289894447182107
12057.228013333332,0.7552098700164087
12059.825686666665,0.7552098700164087
12062.423359999999,-999.0
12065.02103333333,-999.0
12067.618706666664,-999.0
12070.216379999998,0.7546624505461488
12072.814053333332,0.7546624505461488
12075.411726666665,0.6879384108385076
12078.009399999997,0.7136030630722986
12080.60707333333,0.7767903906484794
12083.204746666665,0.7172720587357725
12085.802419999998,0.7355064010511754
12088.400093333332,0.7732125026953703
12090.997766666664,0.7542211030235921
12093.595439999997,0.7228772408814992
12096.193113333331,-999.0
