Animal,Channel,Baseline_Entropy_Mean,Entropy_Mean,Baseline_Entropy_Std,Entropy_Std,Event_type,Coact_Type,,Animal_Type
pig1670,channel7,0.299012429,0.298538591,0.071609535,0.070887573,Non Event,Coact_STD,,HF
pig1670,channel9,0.320648359,0.314450656,0.08378383,0.091406286,Event,Coact_Mean,,HF
pig1670,channel9,0.320648359,0.321796379,0.08378383,0.08224318,Non Event,Coact_Mean,,HF
pig1670,channel9,0.320648359,0.314670574,0.08378383,0.078639705,Event,Coact_STD,,HF
pig1670,channel9,0.320648359,0.321268491,0.08378383,0.084275238,Non Event,Coact_STD,,HF
pig1690pvccmrtx,channel1,0.440140865,0.422928042,0.074752931,0.059807335,Event,Coact_Mean,,HF
pig1690pvccmrtx,channel1,0.440140865,0.440376567,0.074752931,0.074909455,Non Event,Coact_Mean,,HF
pig1690pvccmrtx,channel1,0.440140865,0.49758079,0.074752931,0.028096484,Event,Coact_STD,,HF
pig1690pvccmrtx,channel1,0.440140865,0.440053305,0.074752931,0.074768164,Non Event,Coact_STD,,HF
pig1690pvccmrtx,channel10,0.445347638,0.470873757,0.085104798,0.100477944,Event,Coact_Mean,,HF
pig1690pvccmrtx,channel10,0.445347638,0.444962787,0.085104798,0.08479293,Non Event,Coact_Mean,,HF
pig1690pvccmrtx,channel10,0.445347638,0.510555493,0.085104798,0.028174328,Event,Coact_STD,,HF
pig1690pvccmrtx,channel10,0.445347638,0.445206457,0.085104798,0.085132623,Non Event,Coact_STD,,HF
pig1690pvccmrtx,channel11,0.360844187,0.366340847,0.061096509,0.039668485,Event,Coact_Mean,,HF
pig1690pvccmrtx,channel11,0.360844187,0.360748572,0.061096509,0.061398763,Non Event,Coact_Mean,,HF
pig1690pvccmrtx,channel11,0.360844187,0.402113932,0.061096509,0.028668886,Event,Coact_STD,,HF
pig1690pvccmrtx,channel11,0.360844187,0.360773504,0.061096509,0.061113393,Non Event,Coact_STD,,HF
pig1690pvccmrtx,channel12,0.41475369,0.382026964,0.057713334,0.04616732,Event,Coact_Mean,,HF
pig1690pvccmrtx,channel12,0.41475369,0.415250302,0.057713334,0.057728072,Non Event,Coact_Mean,,HF
pig1690pvccmrtx,channel12,0.41475369,0.356032615,0.057713334,0.032829846,Event,Coact_STD,,HF
pig1690pvccmrtx,channel12,0.41475369,0.414859209,0.057713334,0.057694629,Non Event,Coact_STD,,HF
pig1690pvccmrtx,channel13,0.428502676,0.437097443,0.063624766,0.048854844,Event,Coact_Mean,,HF
pig1690pvccmrtx,channel13,0.428502676,0.428360658,0.063624766,0.06383041,Non Event,Coact_Mean,,HF
pig1690pvccmrtx,channel13,0.428502676,0.434474689,0.063624766,0.031766793,Event,Coact_STD,,HF
pig1690pvccmrtx,channel13,0.428502676,0.42848295,0.063624766,0.063702673,Non Event,Coact_STD,,HF
pig1690pvccmrtx,channel14,0.46537391,0.453645952,0.060648665,0.054454019,Event,Coact_Mean,,HF
pig1690pvccmrtx,channel14,0.46537391,0.465551232,0.060648665,0.060720096,Non Event,Coact_Mean,,HF
pig1690pvccmrtx,channel14,0.46537391,0.45834874,0.060648665,0.050622147,Event,Coact_STD,,HF
pig1690pvccmrtx,channel14,0.46537391,0.46538851,0.060648665,0.06066693,Non Event,Coact_STD,,HF
pig1690pvccmrtx,channel15,0.43540363,0.489939961,0.057476053,0.075264311,Event,Coact_Mean,,HF
pig1690pvccmrtx,channel15,0.43540363,0.434642336,0.057476053,0.056819343,Non Event,Coact_Mean,,HF
pig1690pvccmrtx,channel15,0.43540363,0.503151032,0.057476053,0.025486373,Event,Coact_STD,,HF
pig1690pvccmrtx,channel15,0.43540363,0.435276205,0.057476053,0.057444229,Non Event,Coact_STD,,HF
pig1690pvccmrtx,channel16,0.411793087,0.484527956,0.07731704,0.121474342,Event,Coact_Mean,,HF
pig1690pvccmrtx,channel16,0.411793087,0.410934765,0.07731704,0.076231032,Non Event,Coact_Mean,,HF
pig1690pvccmrtx,channel16,0.411793087,0.617694849,0.07731704,0,Event,Coact_STD,,HF
pig1690pvccmrtx,channel16,0.411793087,0.411704106,0.07731704,0.077215146,Non Event,Coact_STD,,HF
pig1690pvccmrtx,channel2,0.410074072,0.426728479,0.061392528,0.06042858,Event,Coact_Mean,,HF
pig1690pvccmrtx,channel2,0.410074072,0.409806788,0.061392528,0.061371037,Non Event,Coact_Mean,,HF
pig1690pvccmrtx,channel2,0.410074072,0.480369421,0.061392528,0.04369855,Event,Coact_STD,,HF
pig1690pvccmrtx,channel2,0.410074072,0.409901625,0.061392528,0.061330679,Non Event,Coact_STD,,HF
pig1690pvccmrtx,channel3,0.429648321,0.475524841,0.081057943,0.105629355,Event,Coact_Mean,,HF
pig1690pvccmrtx,channel3,0.429648321,0.429005192,0.081057943,0.080474629,Non Event,Coact_Mean,,HF
pig1690pvccmrtx,channel3,0.429648321,0.631574586,0.081057943,0.041572649,Event,Coact_STD,,HF
pig1690pvccmrtx,channel3,0.429648321,0.429304909,0.081057943,0.080679385,Non Event,Coact_STD,,HF
pig1690pvccmrtx,channel4,0.447025467,0.471676913,0.0668539,0.037792067,Event,Coact_Mean,,HF
pig1690pvccmrtx,channel4,0.447025467,0.446582483,0.0668539,0.067178699,Non Event,Coact_Mean,,HF
pig1690pvccmrtx,channel4,0.447025467,0.473685976,0.0668539,0.02526777,Event,Coact_STD,,HF
pig1690pvccmrtx,channel4,0.447025467,0.446987253,0.0668539,0.066887329,Non Event,Coact_STD,,HF
pig1690pvccmrtx,channel5,0.436000683,0.463876675,0.065326724,0.049449888,Event,Coact_Mean,,HF
pig1690pvccmrtx,channel5,0.436000683,0.435548534,0.065326724,0.065454793,Non Event,Coact_Mean,,HF
pig1690pvccmrtx,channel5,0.436000683,0.412962735,0.065326724,0.044004652,Event,Coact_STD,,HF
pig1690pvccmrtx,channel5,0.436000683,0.436048746,0.065326724,0.065355449,Non Event,Coact_STD,,HF
pig1690pvccmrtx,channel6,0.43309216,0.45263811,0.072914071,0.060984426,Event,Coact_Mean,,HF
pig1690pvccmrtx,channel6,0.43309216,0.432718937,0.072914071,0.073072078,Non Event,Coact_Mean,,HF
pig1690pvccmrtx,channel6,0.43309216,0.437097417,0.072914071,0.032764222,Event,Coact_STD,,HF
pig1690pvccmrtx,channel6,0.43309216,0.433081168,0.072914071,0.072993574,Non Event,Coact_STD,,HF
pig1690pvccmrtx,channel7,0.409835665,0.452092137,0.075769577,0.059597561,Event,Coact_Mean,,HF
pig1690pvccmrtx,channel7,0.409835665,0.409218782,0.075769577,0.075805933,Non Event,Coact_Mean,,HF
pig1690pvccmrtx,channel7,0.409835665,0.530494555,0.075769577,0.034245379,Event,Coact_STD,,HF
pig1690pvccmrtx,channel7,0.409835665,0.409628632,0.075769577,0.075656091,Non Event,Coact_STD,,HF
pig1690pvccmrtx,channel8,0.441687542,0.468429984,0.066635549,0.064002631,Event,Coact_Mean,,HF
pig1690pvccmrtx,channel8,0.441687542,0.441204738,0.066635549,0.066583495,Non Event,Coact_Mean,,HF
pig1690pvccmrtx,channel8,0.441687542,0.447407853,0.066635549,0.042784644,Event,Coact_STD,,HF
pig1690pvccmrtx,channel8,0.441687542,0.44168238,0.066635549,0.066652999,Non Event,Coact_STD,,HF
pig1690pvccmrtx,channel9,0.440439698,0.446961376,0.067488302,0.054488357,Event,Coact_Mean,,HF
pig1690pvccmrtx,channel9,0.440439698,0.440338152,0.067488302,0.067666006,Non Event,Coact_Mean,,HF
pig1690pvccmrtx,channel9,0.440439698,0.540477819,0.067488302,0.023384251,Event,Coact_STD,,HF
pig1690pvccmrtx,channel9,0.440439698,0.440307302,0.067488302,0.067429318,Non Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel1,0.351978801,0.282948341,0.085807567,0.080070311,Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel1,0.351978801,0.360262456,0.085807567,0.082684322,Non Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel1,0.351978801,0.300700156,0.085807567,0.09204285,Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel1,0.351978801,0.354881366,0.085807567,0.0845157,Non Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel10,0.338887941,0.30113516,0.080527634,0.09167821,Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel10,0.338887941,0.342910779,0.080527634,0.078179489,Non Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel10,0.338887941,0.304718621,0.080527634,0.076710893,Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel10,0.338887941,0.340662971,0.080527634,0.0803248,Non Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel11,0.336441452,0.292281803,0.090619298,0.08134594,Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel11,0.336441452,0.341862585,0.090619298,0.090215527,Non Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel11,0.336441452,0.308047221,0.090619298,0.090034783,Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel11,0.336441452,0.338449824,0.090619298,0.090323122,Non Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel12,0.316095873,0.298677648,0.095350844,0.092535522,Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel12,0.316095873,0.319712772,0.095350844,0.095527694,Non Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel12,0.316095873,0.334082858,0.095350844,0.093832721,Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel12,0.316095873,0.314306123,0.095350844,0.095315086,Non Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel13,0.271956473,0.256881271,0.074175657,0.068809101,Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel13,0.271956473,0.274186533,0.074175657,0.074678963,Non Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel13,0.271956473,0.283543911,0.074175657,0.082113349,Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel13,0.271956473,0.270914906,0.074175657,0.073330497,Non Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel14,0.344533911,0.348106634,0.083814555,0.083107046,Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel14,0.344533911,0.343971647,0.083814555,0.083911505,Non Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel14,0.344533911,0.394344188,0.083814555,0.08887693,Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel14,0.344533911,0.341700393,0.083814555,0.082619494,Non Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel15,0.346491888,0.406257141,0.097351363,0.074493917,Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel15,0.346491888,0.338653822,0.097351363,0.097275634,Non Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel15,0.346491888,0.354474954,0.097351363,0.068380746,Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel15,0.346491888,0.345590574,0.097351363,0.100056832,Non Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel16,0.313556954,0.278179558,0.066312229,0.084081375,Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel16,0.313556954,0.316429828,0.066312229,0.063799765,Non Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel16,0.313556954,0.306287794,0.066312229,0.074154545,Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel16,0.313556954,0.314039347,0.066312229,0.065730279,Non Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel2,0.364154058,0.321274093,0.082197141,0.068825322,Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel2,0.364154058,0.368987799,0.082197141,0.082178956,Non Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel2,0.364154058,0.335054562,0.082197141,0.066675819,Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel2,0.364154058,0.366026547,0.082197141,0.082746989,Non Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel3,0.359549196,0.324903207,0.090231899,0.101600113,Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel3,0.359549196,0.365170998,0.090231899,0.086957199,Non Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel3,0.359549196,0.342671901,0.090231899,0.125317031,Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel3,0.359549196,0.361105259,0.090231899,0.086115356,Non Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel4,0.343931506,0.265379769,0.063103698,0.054875214,Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel4,0.343931506,0.348976113,0.063103698,0.060188954,Non Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel4,0.343931506,0.31444654,0.063103698,0.057790348,Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel4,0.343931506,0.345305993,0.063103698,0.063004802,Non Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel5,0.292669364,0.279075938,0.088172333,0.086930099,Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel5,0.292669364,0.295479178,0.088172333,0.088165936,Non Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel5,0.292669364,0.273791936,0.088172333,0.074956087,Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel5,0.292669364,0.29449003,0.088172333,0.089132541,Non Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel6,0.344016286,0.300685626,0.062126962,0.086858583,Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel6,0.344016286,0.347072155,0.062126962,0.058806039,Non Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel6,0.344016286,0.352495554,0.062126962,0.060991777,Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel6,0.344016286,0.343467269,0.062126962,0.062159892,Non Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel7,0.330318791,0.251053457,0.07260278,0.087679336,Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel7,0.330318791,0.336995262,0.07260278,0.067036074,Non Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel7,0.330318791,0.306865246,0.07260278,0.077739065,Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel7,0.330318791,0.331456918,0.07260278,0.072150557,Non Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel8,0.337156811,0.293468708,0.063922192,0.077484273,Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel8,0.337156811,0.34108995,0.063922192,0.061041736,Non Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel8,0.337156811,0.334920354,0.063922192,0.054935375,Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel8,0.337156811,0.337308538,0.063922192,0.064483722,Non Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel9,0.339876258,0.290366916,0.078867225,0.082102848,Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel9,0.339876258,0.344608768,0.078867225,0.076899629,Non Event,Coact_Mean,,HF
pig1692chronicpvcrtx,channel9,0.339876258,0.327439092,0.078867225,0.069363318,Event,Coact_STD,,HF
pig1692chronicpvcrtx,channel9,0.339876258,0.340581912,0.078867225,0.079313902,Non Event,Coact_STD,,HF
pig1774pvc,channel10,0.369667433,0.280935631,0.114903315,0.095340396,Event,Coact_Mean,,HF
pig1774pvc,channel10,0.369667433,0.377821166,0.114903315,0.113096165,Non Event,Coact_Mean,,HF
pig1774pvc,channel10,0.369667433,0.296603944,0.114903315,0.104343443,Event,Coact_STD,,HF
pig1774pvc,channel10,0.369667433,0.375317676,0.114903315,0.113741213,Non Event,Coact_STD,,HF
pig1774pvc,channel11,0.479299916,0.495680933,0.101116654,0.121507081,Event,Coact_Mean,,HF
pig1774pvc,channel11,0.479299916,0.478259851,0.101116654,0.099590377,Non Event,Coact_Mean,,HF
pig1774pvc,channel11,0.479299916,0.477646589,0.101116654,0.12103542,Event,Coact_STD,,HF
pig1774pvc,channel11,0.479299916,0.479404889,0.101116654,0.099716804,Non Event,Coact_STD,,HF
pig1774pvc,channel12,0.499604896,0.467976033,0.092396448,0.111424897,Event,Coact_Mean,,HF
pig1774pvc,channel12,0.499604896,0.501262861,0.092396448,0.090986877,Non Event,Coact_Mean,,HF
pig1774pvc,channel12,0.499604896,0.472729457,0.092396448,0.093100671,Event,Coact_STD,,HF
pig1774pvc,channel12,0.499604896,0.501243642,0.092396448,0.092100004,Non Event,Coact_STD,,HF
pig1774pvc,channel13,0.475355722,0.451095591,0.070180386,0.055604825,Event,Coact_Mean,,HF
pig1774pvc,channel13,0.475355722,0.476675428,0.070180386,0.070648863,Non Event,Coact_Mean,,HF
pig1774pvc,channel13,0.475355722,0.456858577,0.070180386,0.066460091,Event,Coact_STD,,HF
pig1774pvc,channel13,0.475355722,0.476407184,0.070180386,0.070239793,Non Event,Coact_STD,,HF
pig1774pvc,channel14,0.47884683,0.427568454,0.106022397,0.099000828,Event,Coact_Mean,,HF
pig1774pvc,channel14,0.47884683,0.482749909,0.106022397,0.105522253,Non Event,Coact_Mean,,HF
pig1774pvc,channel14,0.47884683,0.413182348,0.106022397,0.094775723,Event,Coact_STD,,HF
pig1774pvc,channel14,0.47884683,0.483659934,0.106022397,0.105200111,Non Event,Coact_STD,,HF
pig1774pvc,channel15,0.497417211,0.475473555,0.091444592,0.090179319,Event,Coact_Mean,,HF
pig1774pvc,channel15,0.497417211,0.498898937,0.091444592,0.09133959,Non Event,Coact_Mean,,HF
pig1774pvc,channel15,0.497417211,0.459369575,0.091444592,0.072459528,Event,Coact_STD,,HF
pig1774pvc,channel15,0.497417211,0.499856162,0.091444592,0.091993687,Non Event,Coact_STD,,HF
pig1774pvc,channel16,0.446787576,0.349140296,0.115024215,0.096999069,Event,Coact_Mean,,HF
pig1774pvc,channel16,0.446787576,0.457637274,0.115024215,0.111705191,Non Event,Coact_Mean,,HF
pig1774pvc,channel16,0.446787576,0.413096353,0.115024215,0.042919662,Event,Coact_STD,,HF
pig1774pvc,channel16,0.446787576,0.449194092,0.115024215,0.118140436,Non Event,Coact_STD,,HF
pig1774pvc,channel2,0.429185802,0.407319786,0.085879235,0.109435951,Event,Coact_Mean,,HF
pig1774pvc,channel2,0.429185802,0.430595284,0.085879235,0.083939606,Non Event,Coact_Mean,,HF
pig1774pvc,channel2,0.429185802,0.426765195,0.085879235,0.111199837,Event,Coact_STD,,HF
pig1774pvc,channel2,0.429185802,0.429355372,0.085879235,0.083816647,Non Event,Coact_STD,,HF
pig1774pvc,channel3,0.490749699,0.486082972,0.090583428,0.110038981,Event,Coact_Mean,,HF
pig1774pvc,channel3,0.490749699,0.491054399,0.090583428,0.089157127,Non Event,Coact_Mean,,HF
pig1774pvc,channel3,0.490749699,0.480615504,0.090583428,0.084801164,Event,Coact_STD,,HF
pig1774pvc,channel3,0.490749699,0.491486094,0.090583428,0.090945274,Non Event,Coact_STD,,HF
pig1774pvc,channel4,0.413614403,0.394011504,0.088816928,0.085500351,Event,Coact_Mean,,HF
pig1774pvc,channel4,0.413614403,0.415047274,0.088816928,0.088885117,Non Event,Coact_Mean,,HF
pig1774pvc,channel4,0.413614403,0.397549184,0.088816928,0.069824221,Event,Coact_STD,,HF
pig1774pvc,channel4,0.413614403,0.414842478,0.088816928,0.089986299,Non Event,Coact_STD,,HF
pig1774pvc,channel5,0.459630217,0.469790555,0.088793729,0.095116917,Event,Coact_Mean,,HF
pig1774pvc,channel5,0.459630217,0.458995196,0.088793729,0.08834472,Non Event,Coact_Mean,,HF
pig1774pvc,channel5,0.459630217,0.441140989,0.088793729,0.096450582,Event,Coact_STD,,HF
pig1774pvc,channel5,0.459630217,0.460785794,0.088793729,0.088164482,Non Event,Coact_STD,,HF
pig1774pvc,channel6,0.461587566,0.414108146,0.093273598,0.097501742,Event,Coact_Mean,,HF
pig1774pvc,channel6,0.461587566,0.464222059,0.093273598,0.092321081,Non Event,Coact_Mean,,HF
pig1774pvc,channel6,0.461587566,0.455471525,0.093273598,0.092221936,Event,Coact_STD,,HF
pig1774pvc,channel6,0.461587566,0.461903135,0.093273598,0.093316665,Non Event,Coact_STD,,HF
pig1774pvc,channel7,0.400417658,0.429391852,0.076655924,0.064555513,Event,Coact_Mean,,HF
pig1774pvc,channel7,0.400417658,0.399113133,0.076655924,0.076899701,Non Event,Coact_Mean,,HF
pig1774pvc,channel7,0.400417658,0.41584164,0.076655924,0.051388265,Event,Coact_STD,,HF
pig1774pvc,channel7,0.400417658,0.399684928,0.076655924,0.077575716,Non Event,Coact_STD,,HF
pig1774pvc,channel8,0.493164239,0.447312084,0.080743967,0.082716396,Event,Coact_Mean,,HF
pig1774pvc,channel8,0.493164239,0.496392337,0.080743967,0.079614406,Non Event,Coact_Mean,,HF
pig1774pvc,channel8,0.493164239,0.437913496,0.080743967,0.088276812,Event,Coact_STD,,HF
pig1774pvc,channel8,0.493164239,0.496465137,0.080743967,0.079058515,Non Event,Coact_STD,,HF
pig1841pvc,channel1,0.43059668,0.414968191,0.061747624,0.026809297,Event,Coact_Mean,,HF
pig1841pvc,channel1,0.43059668,0.43112467,0.061747624,0.06252013,Non Event,Coact_Mean,,HF
pig1841pvc,channel1,0.43059668,0.436150352,0.061747624,0.041912339,Event,Coact_STD,,HF
pig1841pvc,channel1,0.43059668,0.430447589,0.061747624,0.062186147,Non Event,Coact_STD,,HF
pig1841pvc,channel10,0.454319451,0.442511401,0.053272495,0.073516604,Event,Coact_Mean,,HF
pig1841pvc,channel10,0.454319451,0.454561887,0.053272495,0.052747878,Non Event,Coact_Mean,,HF
pig1841pvc,channel10,0.454319451,0.468025708,0.053272495,0.049103143,Event,Coact_STD,,HF
pig1841pvc,channel10,0.454319451,0.453970141,0.053272495,0.053328484,Non Event,Coact_STD,,HF
pig1841pvc,channel15,0.443578461,0.485542109,0.073114251,0.074144119,Event,Coact_Mean,,HF
pig1841pvc,channel15,0.443578461,0.441884861,0.073114251,0.072564696,Non Event,Coact_Mean,,HF
pig1841pvc,channel15,0.443578461,0.452173823,0.073114251,0.066869875,Event,Coact_STD,,HF
pig1841pvc,channel15,0.443578461,0.44331105,0.073114251,0.07328382,Non Event,Coact_STD,,HF
pig1841pvc,channel16,0.460062069,0.474117189,0.04970234,0.044953627,Event,Coact_Mean,,HF
pig1841pvc,channel16,0.460062069,0.459741541,0.04970234,0.049759075,Non Event,Coact_Mean,,HF
pig1841pvc,channel16,0.460062069,0.476243395,0.04970234,0.040240178,Event,Coact_STD,,HF
pig1841pvc,channel16,0.460062069,0.459711903,0.04970234,0.049829215,Non Event,Coact_STD,,HF
pig1841pvc,channel2,0.415169242,0.454921407,0.069704625,0.045022983,Event,Coact_Mean,,HF
pig1841pvc,channel2,0.415169242,0.414311842,0.069704625,0.069892712,Non Event,Coact_Mean,,HF
pig1841pvc,channel2,0.415169242,0.4687366,0.069704625,0.03915572,Event,Coact_STD,,HF
pig1841pvc,channel2,0.415169242,0.414013867,0.069704625,0.069765589,Non Event,Coact_STD,,HF
pig1841pvc,channel3,0.42126357,0.421289992,0.085238426,0.103697015,Event,Coact_Mean,,HF
pig1841pvc,channel3,0.42126357,0.421262795,0.085238426,0.084636382,Non Event,Coact_Mean,,HF
pig1841pvc,channel3,0.42126357,0.463346647,0.085238426,0.046456025,Event,Coact_STD,,HF
pig1841pvc,channel3,0.42126357,0.420156121,0.085238426,0.085744761,Non Event,Coact_STD,,HF
pig1841pvc,channel4,0.424775928,0.455355654,0.079655991,0.070356138,Event,Coact_Mean,,HF
pig1841pvc,channel4,0.424775928,0.424036096,0.079655991,0.07972238,Non Event,Coact_Mean,,HF
pig1841pvc,channel4,0.424775928,0.456372553,0.079655991,0.028959117,Event,Coact_STD,,HF
pig1841pvc,channel4,0.424775928,0.423924267,0.079655991,0.080410594,Non Event,Coact_STD,,HF
pig1841pvc,channel5,0.394908354,0.396837883,0.093110393,0.062734943,Event,Coact_Mean,,HF
pig1841pvc,channel5,0.394908354,0.394843069,0.093110393,0.093965864,Non Event,Coact_Mean,,HF
pig1841pvc,channel5,0.394908354,0.46852547,0.093110393,0.023531361,Event,Coact_STD,,HF
pig1841pvc,channel5,0.394908354,0.39241755,0.093110393,0.093565863,Non Event,Coact_STD,,HF
pig1841pvc,channel6,0.431015784,0.465448954,0.065035313,0.079088935,Event,Coact_Mean,,HF
pig1841pvc,channel6,0.431015784,0.430413806,0.065035313,0.064599468,Non Event,Coact_Mean,,HF
pig1841pvc,channel6,0.431015784,0.438363266,0.065035313,0.089090277,Event,Coact_STD,,HF
pig1841pvc,channel6,0.431015784,0.430900379,0.065035313,0.064579392,Non Event,Coact_STD,,HF
pig1841pvc,channel7,0.401015745,0.396810693,0.080281587,0.052624968,Event,Coact_Mean,,HF
pig1841pvc,channel7,0.401015745,0.40110335,0.080281587,0.080754784,Non Event,Coact_Mean,,HF
pig1841pvc,channel7,0.401015745,0.427973198,0.080281587,0.026770063,Event,Coact_STD,,HF
pig1841pvc,channel7,0.401015745,0.400222879,0.080281587,0.081188768,Non Event,Coact_STD,,HF
pig1843pvc,channel1,0.336923929,0.331763315,0.066730686,0.063335699,Event,Coact_Mean,,HF
pig1843pvc,channel1,0.336923929,0.337178564,0.066730686,0.066883434,Non Event,Coact_Mean,,HF
pig1843pvc,channel1,0.336923929,0.320351753,0.066730686,0.053966004,Event,Coact_STD,,HF
pig1843pvc,channel1,0.336923929,0.337627975,0.066730686,0.067128785,Non Event,Coact_STD,,HF
pig1843pvc,channel2,0.331430656,0.359888439,0.066933106,0.046267774,Event,Coact_Mean,,HF
pig1843pvc,channel2,0.331430656,0.33076411,0.066933106,0.067196878,Non Event,Coact_Mean,,HF
pig1843pvc,channel2,0.331430656,0.365627344,0.066933106,0.045323404,Event,Coact_STD,,HF
pig1843pvc,channel2,0.331430656,0.330652448,0.066933106,0.067141843,Non Event,Coact_STD,,HF
pig1843pvc,channel3,0.313428077,0.338832465,0.057362943,0.05456746,Event,Coact_Mean,,HF
pig1843pvc,channel3,0.313428077,0.312428858,0.057362943,0.05724012,Non Event,Coact_Mean,,HF
pig1843pvc,channel3,0.313428077,0.336492942,0.057362943,0.060685907,Event,Coact_STD,,HF
pig1843pvc,channel3,0.313428077,0.312775298,0.057362943,0.057130752,Non Event,Coact_STD,,HF
pig1843pvc,channel4,0.195279185,0.234502631,0.062570135,0.066868898,Event,Coact_Mean,,HF
pig1843pvc,channel4,0.195279185,0.193835023,0.062570135,0.061933869,Non Event,Coact_Mean,,HF
pig1843pvc,channel4,0.195279185,0.234046374,0.062570135,0.070252716,Event,Coact_STD,,HF
pig1843pvc,channel4,0.195279185,0.194203891,0.062570135,0.061998998,Non Event,Coact_STD,,HF
pig1843pvc,channel5,0.356202587,0.388501964,0.07451633,0.065229019,Event,Coact_Mean,,HF
pig1843pvc,channel5,0.356202587,0.355263348,0.07451633,0.074560077,Non Event,Coact_Mean,,HF
pig1843pvc,channel5,0.356202587,0.387458358,0.07451633,0.074132172,Event,Coact_STD,,HF
pig1843pvc,channel5,0.356202587,0.35550021,0.07451633,0.074374189,Non Event,Coact_STD,,HF
pig1843pvc,channel6,0.328972448,0.335816623,0.090665267,0.038676272,Event,Coact_Mean,,HF
pig1843pvc,channel6,0.328972448,0.328723569,0.090665267,0.091994276,Non Event,Coact_Mean,,HF
pig1843pvc,channel6,0.328972448,0.352432667,0.090665267,0.027146934,Event,Coact_STD,,HF
pig1843pvc,channel6,0.328972448,0.327669102,0.090665267,0.092755865,Non Event,Coact_STD,,HF
